target,task,model,r2_oof,r2_mean,r2_ci_low,r2_ci_high,n_subjects,n_boot
PictureNamingScore,picture_description,full,0.28061507249251527,0.2775791286739903,0.19878622311398306,0.354920925847378,976,1000
PictureNamingScore,picture_description_1min,full,0.22448316958634906,0.22207466629269879,0.15142669982474646,0.2934818791348896,976,1000
PictureNamingScore,picture_description_2min,full,0.26019494691431755,0.25676903911634635,0.1791071576204449,0.333976078786059,976,1000
