score,PictureNamingScore,PictureNamingScore,PictureNamingScore,SemanticFluencyScore,SemanticFluencyScore,SemanticFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore
task,picnicScene,cookieTheft,journaling,picnicScene,cookieTheft,journaling,picnicScene,cookieTheft,journaling
honores_statistic,0.05911617317005605,-0.033057158542816496,0.10531482326430004,0.09144956609993894,0.01614644402513905,0.0734065760597317,0.06806594215528367,0.04922369851582617,0.055061145659050875
pronoun_noun_ratio,-0.0033368088718213644,0.03586624910044887,-0.15925474210507107,-0.016245117154489626,-0.0029425738138114505,-0.19727753280142094,-0.018496723240400574,-0.034946815379353145,-0.06037939034211043
eGeMAPS_mfcc3_sma3_amean,,0.1220590265864393,0.0940403169664746,,0.052528100586872586,0.056318318821350986,,-0.009352450823620014,-0.014077524511289753
concr_content,0.08437838289029535,0.017155837124399373,0.1528312506775226,0.04539042054035252,-0.017508329065881584,0.13464048038144785,-0.012553602514606674,0.02337871785922393,0.031037458518121775
PRON,0.0023920439278970395,0.026583716632493183,-0.19818572383482067,0.01935756057683141,0.006556263004760723,-0.13278049373643178,-0.017126141089444453,-0.03879756754427305,-0.032451086034013824
NOUN,-0.03867955404636914,-0.06633606132147479,0.06608017875228966,0.0164127816807527,-0.0153612204906386,0.152877849599639,-0.030045531184469485,0.017871316000124395,0.0530725323587027
DET,-0.03142042416348457,-0.029368672170312075,0.12393556670391895,-0.031172959651713295,0.03297283500455695,0.1206681330279278,-0.010945712145619537,0.04539181564858537,0.02831343655644022
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,0.05110346269123539,0.05819338095834241,0.05298713373105396,0.06901596006752085,0.07041301912606197,0.09120875407709687,-0.016401585941918935,-0.022248338790302618,-0.0021657190466459766
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,0.04892968865531592,0.04603076372646193,0.05099794388031093,0.08083256932468237,0.07676161321624077,0.08901247389135986,-0.01163477945021853,-0.019659725212519626,-0.007880987344328138
filler_word_ratio,0.08532391863071415,0.06734119542480646,0.1096553165244694,-0.03747006650710268,-0.03130523638599815,-0.01830289003612966,0.006487192045430952,-0.0529503770458509,0.008940849807934347
nid_ratio,0.03442944336107466,-0.04051174361438037,0.10240536346199912,-0.03918117958699923,-0.1006535284997542,0.004069097448982446,-0.012386747019400906,-0.04681861141442074,0.00900404196710394
light_verb_ratio,0.07761803962132088,0.06136174319932838,-0.02002648085817218,0.04919082841587906,0.011328207995583749,-0.0028479474363129515,0.10742673044796591,-0.006067222921114209,-0.04434385020255974
concr_nouns,-0.06362417749211616,-0.0003992559939663985,0.1286489709146776,-0.05952537907057583,-0.015891902154322617,0.05597136667288567,-0.030524206143744882,-0.004979697080246367,0.017637362482176774
freq_verbs,-0.055793730101767046,-0.016831013221977303,-0.05142313134814829,-0.03318567416358672,-0.01442155557627193,-0.04213266419509399,0.03584511894922609,-0.07337931729559206,-0.05346155245706527
concr_verbs,0.07233258590973105,0.020839514778208213,0.07137847950503226,0.025587356835728423,-0.033573286231110507,0.08437274628542682,-0.03434763112519889,0.008995014881509398,0.019848508190183294
eGeMAPS_slopeV0-500_sma3nz_amean,0.024093304625279217,0.036758867293293904,0.005115835197524249,0.052517328533386566,0.05872552931876354,0.055380411096403494,-0.038373097715402045,-0.03672933334950031,-0.04407094543863522
determiner_noun_ratio,-0.010495323994825667,0.03655555421241978,0.08849912047254808,-0.056304887047237434,0.05485892158258701,0.0089359158849223,0.020405988230184798,0.033437965331628496,-0.012306183896632444
SCONJ,,0.015500737176517319,0.04791755091177955,,0.038287706245721344,-0.01668799804086414,,0.016963945055383938,0.0695719138480089
aux_verb_ratio,-0.019622381672095346,0.03559106711274664,0.014947290838364026,0.04381021669179362,0.042403231211819034,-0.023089566611596942,0.04155997049393675,0.04031023231384412,-0.040598783219583316
eGeMAPS_shimmerLocaldB_sma3nz_amean,-0.05611093419911673,-0.0533002704247492,-0.048217879834016535,0.003965190917576165,-0.012253499972412887,-0.017392950507328822,0.023678817398232365,0.05408936308076309,0.02485873114331904
eGeMAPS_mfcc3V_sma3nz_amean,0.04461907903024685,0.06358929109566598,0.03576176526519885,0.0315882903303549,0.014429398678813578,0.018424729873848404,-0.01957884712079414,-0.018022705679138315,-0.026085047678448707
ADV,-0.016723678457465776,-0.05239994053777711,-0.03525444069306256,0.04732988104428821,0.014615311139310814,-0.028096373776002676,0.02708766249371742,0.01290342067151093,-0.033033178173888074
AUX,-0.015503418787887278,-0.005224800387033655,-0.03277103078584084,-0.025999628865595977,-0.024849600290121808,-0.0794844876663374,0.021953497340881888,-5.84518934512416e-05,-0.044329718962494456
INTJ,0.044144046072349334,,,-0.033737663920958824,,,-0.0024826792609044766,,
PART,,0.016142941368467847,-0.014450998185657097,,-0.031042125243905625,-0.059856980483037406,,-0.008395861344168275,0.025655708631323867
CCONJ,-0.0062613937489327314,-0.02753918092066107,0.07028664372553148,-0.04024003693777414,-0.035227515831255815,0.019521242773512665,-0.009669621522988307,-0.0015185319145000241,0.003992303253945401
eGeMAPS_logRelF0-H1-A3_sma3nz_amean,-0.03669912372678545,-0.03693644049442656,-0.02662870445408741,0.019960976716145454,0.012463403542946281,0.03223629196888498,0.019543869147056685,0.011287333149196747,0.017447487422353025
eGeMAPS_slopeUV0-500_sma3nz_amean,0.0309578504416408,0.040628094271042824,0.01982757068303224,-0.004298378336128273,0.007141335030544853,-0.009873606027038713,-0.0017945461267849534,0.008536657640140638,-0.005839105531413806
eGeMAPS_jitterLocal_sma3nz_amean,0.013246049004575072,-0.002169654479681841,0.0008141921506139671,0.026615508037016174,0.011829403653497755,-0.009526380488892972,0.015184840495275943,0.03536118782332873,-0.005808138826844126
