score,PictureNamingScore,PictureNamingScore,PictureNamingScore,SemanticFluencyScore,SemanticFluencyScore,SemanticFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore,PhonemicFluencyScore
task,cookieTheft,picnicScene,journaling,cookieTheft,picnicScene,journaling,cookieTheft,picnicScene,journaling
aoa_verbs,0.15507977120889477,0.14796665750883198,0.08504238028144759,0.14257317556092308,0.1133615061686384,0.04907075787993464,0.1624430779805398,0.1192033505469321,0.07961867195751247
mattr_10,0.21304958919881387,0.1878797530710411,0.16012513953304547,0.10675259786265204,0.13675036235727145,0.11583469172444551,0.022884681498655645,0.0643230574738531,0.014914221238857916
freq_content,-0.10104444321175962,-0.184298828483613,-0.12276172222147574,-0.07445690569431226,-0.1290951260335301,-0.13332004475896156,-0.12172364114611324,-0.037705014521745614,-0.06698023403692951
n_pauses,-0.042642010801581115,-0.015132612693301399,-0.10445586379901076,-0.12866913544342443,-0.14019637230990262,-0.17144004342692862,-0.09619252374781241,-0.09152226387076029,-0.11008211284702796
article_pause_contentword,0.15435188282052975,0.17232910559935544,,0.0686342134992682,0.08221995339276693,,0.07049563465357558,0.05082168049960219,
ttr,-0.12889557123254572,,,-0.09304975550578812,,,-0.048624453943351034,,
OPEN/CLOSED,-0.21527422421474168,-0.15757537310698952,0.02241489874268392,-0.13237988569426112,-0.07129702515987596,-0.0036980789543859336,-0.08474473313938587,-0.06500573424643874,-0.001063621074810634
average_word_length,0.07773214600236833,0.17040086081987213,0.08231917588822951,0.11608329331973652,0.12236040268171756,0.0451114487747678,0.022543212606992803,0.04047097714741153,0.005946000680260868
NOUN/VERB,0.03135633148207763,0.05633655649596175,0.08199576207202286,0.09824696232967084,0.10911562917793638,0.16286422593222172,0.08642898610317512,0.04070037644494378,0.007499595913105062
freq_nouns,-0.1261165106341151,-0.13258092749886558,-0.13454747834733982,-0.01097288607277037,-0.06037118391020434,-0.06597192548055936,-0.0666601932998751,-0.06097482134306813,0.010093318920868235
eGeMAPS_loudness_sma3_percentile20.0,0.037093705191778834,0.020067120859723366,0.02043922635383388,0.10476581029441416,0.10994351886078993,0.0917529136065391,0.10570577851675991,0.09354420161578066,0.08054233677200578
ADJ,0.10946719467560191,0.11988600700335166,-0.0414899340873882,0.10330379746897879,0.09329416848544929,-0.04096444199542446,0.03686363595782437,0.05194190614985848,-0.028483199838238285
information_words,-0.12111750152039975,-0.16885427601074765,-0.017232768450120887,-0.0779226729270158,-0.06637477108628118,0.0419257754084402,-0.03749656240091929,-0.064046892573644,0.025664655663746344
honores_statistic,-0.03321681397349334,0.05909125728921243,0.10553423294859805,0.015934450112350264,0.09169381894150869,0.07323152524130964,0.04911326627748479,0.06834756773198081,0.055348905738325835
PRON/NOUN,0.036240191623744596,-0.003570980911344484,-0.1597356250994185,-0.0024882465580890398,-0.01550055315951139,-0.19820948198594054,-0.03473832930347234,-0.018466471627360568,-0.06055218507306497
eGeMAPS_mfcc3_sma3_amean,0.12205902658643929,0.10696947795082426,0.09404031696647462,0.052528100586872586,0.06264308786800075,0.056318318821351,-0.009352450823620028,-0.009096214623753032,-0.014077524511289751
concr_content,0.018125477901936676,0.0849229990812043,0.1535554905601363,-0.016264789082348123,0.045492269082814625,0.1350074060732752,0.023998571544904795,-0.01225782284813405,0.03092036402697767
PRON,0.027198908265996538,0.0024493240373786584,-0.19789985317033154,0.007321359644467437,0.020552824500626447,-0.13324290374525657,-0.038454506744699864,-0.016456548561581685,-0.0326343626686216
DET,-0.029970981789080593,-0.03166482655467918,0.12452167116567782,0.032201678355416936,-0.033199000236232,0.12102585800475896,0.0450089334375421,-0.012394761239949849,0.02851680813172082
NOUN,-0.06617486360301555,-0.03791729696541775,0.06676764237027628,-0.01516344118295293,0.016595894621087494,0.15352626255502194,0.017966383191501397,-0.029136792585933966,0.053185251539877146
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,0.05819338095834242,0.05110346269123542,0.05298713373105393,0.07041301912606199,0.06901596006752085,0.09120875407709686,-0.022248338790302614,-0.016401585941918925,-0.0021657190466459735
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,0.04603076372646194,0.04892968865531594,0.05099794388031091,0.07676161321624075,0.08083256932468236,0.08901247389135986,-0.019659725212519612,-0.011634779450218522,-0.007880987344328138
