R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.046626833861260056,0.21798081124353244,0.0974839823462178,-0.14444177153732685,0.23769543925984693,2.5199362882790215,1.838263616084511
