Fold,R2,RMSE,MAE
1,0.10063135563791181,5.380178142191712,4.244198363262264
2,0.12127817025423271,5.229280281274285,4.014613935989098
3,0.01791016980696547,5.116590093231211,4.263767467915655
4,0.03837195477369515,5.736326861605866,4.395238100145723
5,0.061802884935760916,5.492231712566112,4.189368479723024
