Fold,R2,RMSE,MAE
1,0.08374881464189254,5.430440497400429,4.287093935280828
2,0.09533282932019549,5.305919142924652,4.059415167195037
3,0.001990782550448378,5.157892600849817,4.295836724718922
4,0.030689525186303745,5.759194986545935,4.4085516181370545
5,0.05644751443998075,5.507884650099275,4.2060612603555425
