R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.120155615675042,0.020632368284172118,0.00922707560404391,0.10207054749111594,0.13824068385896807,5.23849178191376,4.1192050734918535
