R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.05364189322776418,0.03419672736563285,0.01529324139951647,0.0236671400847119,0.08361664637081645,5.432266375564021,4.251391741137477
