R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.06259748336614641,0.2076811059817915,0.09287781412352479,-0.11944303231596216,0.244637999048255,2.500323604150677,1.8204499426845906
