R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
-0.009677910487865215,0.009941796690890708,0.004446106643862817,-0.018392279509836337,-0.0009635414658940925,2.628126131702627,1.8704564693340722
