R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.06799890708171322,0.038284684087120144,0.017121431223181025,0.03444090188427841,0.10155691227914802,5.390921418173837,4.2214372694071525
