R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.07566155437047635,0.00925607857369418,0.004139444179171896,0.06754824377929944,0.08377486496165326,5.371685747556667,4.275705357720346
