Fold,R2,RMSE,MAE
1,-0.3361356974972405,2.6752344008323803,1.987444342979666
2,-0.057784700734037964,2.6460028771202904,1.9083905437473452
3,0.1959884115928745,2.41987851766032,1.7767671728671501
4,0.1955115035896816,2.2621385972984593,1.6397711092313279
5,0.2355546523550226,2.596427048483657,1.8789449115970662
