Fold,R2,RMSE,MAE
1,-0.08525671834625315,2.4110310218318003,1.7767914438502674
2,0.1344981828948758,2.393457186936813,1.7769948186528497
3,0.16568921226947675,2.4650534439795404,1.8426701570680628
4,0.27691002835571343,2.144645225057342,1.5673821989528796
5,0.17892124021505773,2.6908860835119914,1.8386631016042783
