R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.1341523890777741,0.11959852910078744,0.053486088215669504,0.02931965617506188,0.23898512198048633,2.4210145922634974,1.7605003440256675
