R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
-0.08947397048232182,0.16613422708858852,0.07429748503189418,-0.23509704114483443,0.05614910018019077,4.815768453454904,3.7798414761957746
