Fold,R2,RMSE,MAE
1,-0.3123741052420217,2.651339750720966,1.9678315231797343
2,-0.01446758624827571,2.591258615387947,1.8607946603460261
3,0.19998673440324755,2.413854030857188,1.7701895358653992
4,0.20072235930873916,2.254800501204029,1.6301821088702337
5,0.23912001460904275,2.590365122583253,1.8732518851615592
