Fold,R2,RMSE,MAE
1,0.06939482975204014,5.472811817190659,4.387345982158516
2,0.07654094033032488,5.360743594877751,4.246765965684309
3,0.07774568664034842,4.958272213601284,4.073545816430458
4,0.06355578495665126,5.660714935672424,4.414309826458137
5,0.09107053017301703,5.40588617644122,4.256559197870309
