Fold,R2,RMSE,MAE
1,0.1529215016301111,5.221431846372773,4.045684210526316
2,0.12081845539624303,5.230647985719882,4.155360824742268
3,0.08787051751290786,4.930980277271991,4.075515463917526
4,0.1171912132709454,5.49621424113507,4.185284974093264
5,0.12197639056500265,5.313184559069086,4.134179894179894
