task,target,model,criterion,threshold,precision,recall,f1
picnicScene,PhonemicFluencyScore,linguistic,max_f1,0.06094119310611225,0.1463917525773196,1.0,0.25539568345323743
picnicScene,PhonemicFluencyScore,linguistic,recall>=0.80,0.1133545152931263,0.1393643031784841,0.8028169014084507,0.2786885245901639
