subject,y_true,y_pred,error,Gender,Country
389,18.0,15.463998003068587,-2.5360019969314127,m,uk
378,16.0,18.534224449979867,2.5342244499798667,m,uk
811,20.0,17.46775452417521,-2.5322454758247908,m,usa
633,20.0,17.489050774327865,-2.5109492256721353,m,usa
300,19.0,16.489812900433055,-2.510187099566945,f,usa
713,20.0,17.490632275723225,-2.5093677242767747,f,uk
889,18.0,15.49773843580934,-2.5022615641906594,m,usa
589,20.0,17.511799940622762,-2.488200059377238,f,uk
337,15.0,17.48703502462562,2.4870350246256194,m,uk
1193,20.0,17.51472117279275,-2.4852788272072495,f,uk
1174,10.0,12.466849721176663,2.466849721176663,m,usa
1146,19.0,16.547087930515428,-2.4529120694845723,f,usa
297,14.0,16.450613086722942,2.4506130867229423,f,usa
268,20.0,17.565499570445322,-2.434500429554678,f,usa
1135,15.0,17.433398645783555,2.433398645783555,f,uk
916,16.0,18.432663658323523,2.4326636583235235,f,uk
502,19.0,16.569765109075863,-2.4302348909241367,f,usa
406,19.0,16.575778003268393,-2.4242219967316068,f,uk
247,20.0,17.584161386198307,-2.415838613801693,f,uk
1112,15.0,17.40900433435353,2.4090043343535292,m,uk
842,20.0,17.600685323647394,-2.3993146763526063,f,usa
1222,7.0,9.39378456887454,2.3937845688745405,m,usa
582,20.0,17.6207426148808,-2.3792573851191996,f,uk
266,14.0,16.361998924326468,2.3619989243264676,f,usa
1001,15.0,17.35205376401892,2.352053764018919,f,usa
1025,20.0,17.64859268782381,-2.351407312176189,f,usa
1144,15.0,17.34760012986476,2.347600129864759,f,usa
697,20.0,17.652879775243605,-2.347120224756395,m,usa
1060,15.0,17.34250611581748,2.3425061158174785,f,usa
958,20.0,17.666050137705973,-2.333949862294027,f,uk
588,16.0,18.328055160637085,2.328055160637085,f,uk
1132,20.0,17.674329759541944,-2.325670240458056,m,uk
462,17.0,14.676648425561382,-2.323351574438618,m,usa
655,20.0,17.67830769890806,-2.3216923010919395,f,usa
1237,20.0,17.679800711427735,-2.3201992885722653,m,usa
1313,20.0,17.680884624858315,-2.319115375141685,f,uk
91,19.0,16.684731848948054,-2.3152681510519457,m,uk
1050,15.0,17.307601666806605,2.3076016668066046,f,usa
293,14.0,16.305850622097623,2.3058506220976227,f,usa
721,16.0,18.298251903135125,2.2982519031351245,m,uk
855,20.0,17.709399534024087,-2.2906004659759134,f,uk
864,19.0,16.714415801776987,-2.285584198223013,f,uk
101,20.0,17.71454952407968,-2.285450475920321,f,uk
543,20.0,17.71712945740976,-2.2828705425902385,f,usa
693,16.0,18.27593291633469,2.275932916334689,f,uk
723,20.0,17.737830824261152,-2.2621691757388476,f,uk
183,20.0,17.74569901351001,-2.2543009864899908,f,usa
1230,20.0,17.746173129724223,-2.253826870275777,f,usa
585,17.0,14.746688422254818,-2.2533115777451815,m,uk
1118,20.0,17.755650598319534,-2.2443494016804664,f,uk
779,20.0,17.75641524953667,-2.243584750463331,f,uk
587,20.0,17.76482981882827,-2.2351701811717284,f,uk
732,14.0,16.234284932310484,2.2342849323104836,f,uk
644,20.0,17.768819612192146,-2.2311803878078535,f,usa
696,15.0,17.22731013477971,2.22731013477971,f,usa
477,20.0,17.783494815050357,-2.216505184949643,f,usa
275,20.0,17.783679384329734,-2.2163206156702664,m,usa
133,18.0,15.78850882127588,-2.2114911787241205,m,uk
1244,18.0,15.793701802858116,-2.2062981971418836,f,usa
1191,20.0,17.79479821306171,-2.2052017869382894,m,uk
524,19.0,16.795779322567576,-2.2042206774324242,f,usa
438,16.0,18.204109365006165,2.2041093650061647,f,usa
402,20.0,17.79711945496472,-2.2028805450352813,m,uk
754,15.0,17.20145038050884,2.2014503805088417,m,usa
1247,18.0,15.806039403774369,-2.193960596225631,f,usa
717,16.0,18.1849418776008,2.1849418776007994,f,uk
209,20.0,17.833161011703584,-2.1668389882964156,m,uk
1096,20.0,17.838247367791052,-2.161752632208948,f,uk
174,20.0,17.840000260030127,-2.159999739969873,m,uk
629,15.0,17.14924227978384,2.1492422797838415,f,uk
901,20.0,17.854790347196968,-2.1452096528030324,m,usa
143,17.0,14.858845318309172,-2.1411546816908285,f,usa
336,15.0,17.140716903820795,2.1407169038207954,f,uk
1218,15.0,17.138104640674864,2.1381046406748645,f,usa
606,19.0,16.87060652054913,-2.1293934794508687,f,uk
1291,16.0,18.128531968905857,2.1285319689058575,m,usa
1281,20.0,17.87745396981607,-2.12254603018393,f,usa
890,18.0,15.880517991886109,-2.1194820081138914,m,usa
742,20.0,17.88282315766293,-2.11717684233707,m,uk
1359,19.0,16.88724599710686,-2.1127540028931406,f,usa
554,20.0,17.90233124276617,-2.09766875723383,f,usa
1152,20.0,17.90563872781944,-2.09436127218056,m,uk
1305,16.0,18.093481990828707,2.093481990828707,f,usa
824,20.0,17.909239584815438,-2.090760415184562,m,uk
764,20.0,17.914301254175772,-2.085698745824228,m,usa
506,20.0,17.922930114189327,-2.0770698858106726,f,usa
417,20.0,17.929643786562483,-2.070356213437517,f,uk
493,19.0,16.936993930498364,-2.063006069501636,f,usa
495,20.0,17.93762565045403,-2.062374349545969,f,uk
1052,20.0,17.94190025232705,-2.0580997476729515,m,usa
826,16.0,18.057557910201055,2.057557910201055,f,uk
921,18.0,15.946040806994208,-2.0539591930057917,f,uk
884,20.0,17.948686280368875,-2.051313719631125,m,usa
541,19.0,16.94920162877604,-2.0507983712239586,f,usa
139,16.0,18.050175522161364,2.0501755221613642,f,usa
897,20.0,17.950917680922636,-2.049082319077364,f,usa
233,14.0,16.0467694656248,2.0467694656247986,f,uk
123,20.0,17.958522871006792,-2.0414771289932077,m,usa
576,20.0,17.97080124378158,-2.0291987562184204,f,uk
92,20.0,17.971925481503316,-2.028074518496684,m,uk
373,19.0,16.98165048876213,-2.0183495112378687,f,uk
738,15.0,17.003551712082185,2.003551712082185,f,uk
641,18.0,15.9968547588653,-2.0031452411346997,f,usa
863,16.0,17.991138113905613,1.9911381139056132,m,uk
538,18.0,16.0115868015506,-1.9884131984494005,m,usa
481,18.0,16.016964743859845,-1.9830352561401554,f,usa
1074,20.0,18.022758002858673,-1.977241997141327,f,usa
424,20.0,18.025789311345765,-1.9742106886542352,m,uk
1350,19.0,17.033047129220762,-1.966952870779238,f,uk
938,18.0,16.038226940678364,-1.9617730593216365,m,uk
1346,20.0,18.039498240487937,-1.9605017595120628,m,uk
103,20.0,18.05097856428862,-1.94902143571138,m,uk
397,16.0,17.94183546940118,1.9418354694011803,f,uk
956,16.0,17.94041085084902,1.9404108508490197,f,uk
1013,19.0,17.06443393810201,-1.9355660618979904,f,usa
744,20.0,18.065664446850445,-1.9343355531495554,f,uk
841,20.0,18.066962765861916,-1.9330372341380837,m,uk
119,19.0,17.068183291873005,-1.9318167081269948,f,usa
659,20.0,18.068393534719423,-1.9316064652805771,f,uk
874,19.0,17.06895622023288,-1.9310437797671192,m,uk
1087,19.0,17.07071406305878,-1.9292859369412199,m,uk
1274,20.0,18.0727396274364,-1.9272603725636017,m,usa
1253,20.0,18.074468477056747,-1.9255315229432526,f,usa
649,15.0,16.9239378766734,1.9239378766733992,f,uk
801,20.0,18.079444911632866,-1.9205550883671343,m,uk
953,12.0,13.92004480762443,1.9200448076244303,f,uk
254,19.0,17.08250883742152,-1.9174911625784787,f,usa
591,20.0,18.085957727088054,-1.9140422729119457,f,uk
793,20.0,18.089176265772885,-1.9108237342271153,f,usa
894,19.0,17.090740148648948,-1.9092598513510524,f,usa
1199,20.0,18.09662440219357,-1.9033755978064306,f,usa
1101,16.0,17.890980974543606,1.8909809745436057,m,uk
276,16.0,17.890293650895803,1.8902936508958028,m,usa
1358,16.0,17.887246415684817,1.8872464156848174,m,usa
325,16.0,17.8866972631828,1.8866972631827998,f,uk
395,20.0,18.116806448423436,-1.8831935515765643,f,uk
771,16.0,17.881089301241452,1.8810893012414525,f,usa
678,20.0,18.122518349148233,-1.8774816508517667,m,usa
415,16.0,17.87544201314829,1.875442013148291,m,uk
745,14.0,15.873839235118616,1.8738392351186164,m,uk
1271,19.0,17.127173700109076,-1.8728262998909244,f,usa
258,19.0,17.132370509712423,-1.8676294902875767,m,usa
667,20.0,18.135412362169458,-1.8645876378305424,m,usa
483,20.0,18.13646035659065,-1.86353964340935,m,usa
1044,20.0,18.13658261917353,-1.8634173808264691,m,uk
213,20.0,18.14055149011781,-1.8594485098821885,m,uk
243,20.0,18.14273847596732,-1.8572615240326797,f,uk
354,17.0,18.844679349178655,1.844679349178655,f,uk
318,16.0,17.834237695081,1.8342376950810007,m,usa
569,20.0,18.177602630163783,-1.8223973698362173,f,uk
1185,20.0,18.180029369737273,-1.819970630262727,f,usa
1086,19.0,17.181591369936125,-1.8184086300638747,m,uk
1353,19.0,17.182539668393442,-1.8174603316065578,f,uk
1219,18.0,16.19182026074592,-1.8081797392540793,m,uk
1149,20.0,18.1957720336532,-1.8042279663468008,f,usa
1051,18.0,16.196074034341898,-1.8039259656581024,f,usa
535,20.0,18.196403727049574,-1.8035962729504256,m,usa
1141,20.0,18.19744727409243,-1.8025527259075709,f,usa
1363,16.0,17.800683016132016,1.800683016132016,f,usa
1248,20.0,18.202410546153356,-1.7975894538466441,m,usa
1293,19.0,17.20364432244037,-1.7963556775596317,f,usa
883,20.0,18.2048111459979,-1.7951888540020988,f,uk
735,15.0,16.78684310369331,1.786843103693311,f,uk
429,20.0,18.21552982913316,-1.7844701708668396,f,uk
215,20.0,18.22628580246508,-1.7737141975349218,f,uk
250,20.0,18.228897749095967,-1.7711022509040326,m,uk
1002,20.0,18.23434610837816,-1.7656538916218416,f,usa
812,19.0,17.235534035194064,-1.764465964805936,f,usa
967,19.0,17.24488953072215,-1.7551104692778488,m,usa
134,18.0,16.245272430401666,-1.7547275695983338,m,uk
1010,20.0,18.253953062695516,-1.7460469373044845,f,usa
175,18.0,16.2559160183698,-1.744083981630201,m,usa
609,19.0,17.261722907311558,-1.7382770926884419,m,uk
1008,20.0,18.26545714303509,-1.7345428569649108,m,usa
283,20.0,18.268998137039375,-1.7310018629606247,m,usa
1098,15.0,16.729967364635495,1.7299673646354954,m,uk
986,20.0,18.274188595259194,-1.7258114047408064,f,uk
1234,16.0,17.72386517577419,1.7238651757741899,m,usa
1238,16.0,17.722876932929015,1.7228769329290152,f,usa
1164,20.0,18.27821442591382,-1.72178557408618,f,uk
1160,17.0,18.719851158719138,1.7198511587191376,m,uk
1233,19.0,17.284068973338343,-1.7159310266616572,f,usa
478,15.0,16.715824538372907,1.7158245383729067,m,usa
1280,20.0,18.2851823299174,-1.7148176700825992,f,usa
577,20.0,18.285300601616573,-1.714699398383427,m,uk
594,19.0,17.289291075977626,-1.7107089240223736,f,uk
392,20.0,18.296401223213696,-1.7035987767863041,f,uk
622,20.0,18.300606393175144,-1.6993936068248559,m,uk
1026,20.0,18.300838669164225,-1.699161330835775,m,uk
768,20.0,18.30107657011907,-1.6989234298809315,m,usa
1020,18.0,16.303632946403024,-1.6963670535969761,f,usa
290,20.0,18.309786389387657,-1.6902136106123429,f,usa
749,20.0,18.31005858076995,-1.689941419230049,f,uk
466,15.0,16.68476432868771,1.6847643286877094,f,usa
1114,20.0,18.316223549776108,-1.6837764502238919,m,usa
184,20.0,18.318292739581523,-1.6817072604184773,f,uk
906,19.0,17.319768019673536,-1.6802319803264645,m,usa
399,19.0,17.32039600394003,-1.6796039960599707,f,uk
1167,20.0,18.32383106593215,-1.6761689340678494,m,usa
704,20.0,18.325874866451947,-1.6741251335480527,m,usa
1284,16.0,17.67229610963015,1.6722961096301496,f,uk
857,19.0,17.333082009280968,-1.666917990719032,f,uk
689,20.0,18.341798541921655,-1.658201458078345,m,uk
747,19.0,17.346077518835507,-1.6539224811644928,f,usa
330,19.0,17.349594150672708,-1.6504058493272922,m,uk
1216,19.0,17.351167772427846,-1.6488322275721536,m,usa
1324,20.0,18.35565313637898,-1.6443468636210206,f,usa
289,16.0,17.64207069833681,1.6420706983368092,f,usa
844,20.0,18.358010932306936,-1.6419890676930642,m,usa
1336,18.0,16.362625996377496,-1.6373740036225044,m,uk
248,20.0,18.36638295979617,-1.6336170402038306,f,uk
523,20.0,18.374411899670314,-1.6255881003296864,f,usa
1344,20.0,18.375790897356453,-1.6242091026435475,f,usa
558,20.0,18.390387043063814,-1.6096129569361857,m,usa
439,20.0,18.395318459707287,-1.604681540292713,f,uk
537,20.0,18.398779771735413,-1.6012202282645873,m,usa
355,20.0,18.39901648133604,-1.6009835186639592,m,uk
1214,16.0,17.59928876899598,1.5992887689959794,f,usa
88,20.0,18.40075864882922,-1.5992413511707788,m,uk
791,19.0,17.403230165267022,-1.596769834732978,f,usa
1012,20.0,18.406829537743388,-1.5931704622566123,f,uk
1288,20.0,18.40690599350633,-1.5930940064936685,m,uk
349,19.0,17.41063321238952,-1.58936678761048,m,uk
891,19.0,17.410896204317314,-1.5891037956826857,f,usa
335,19.0,17.41162307237981,-1.588376927620189,m,uk
269,18.0,16.413105650283853,-1.5868943497161467,f,usa
1317,19.0,17.413402653121924,-1.5865973468780759,m,uk
1357,16.0,17.58387406766514,1.583874067665139,f,uk
780,20.0,18.41751185074188,-1.5824881492581184,m,usa
358,17.0,15.418319664437544,-1.5816803355624565,m,uk
423,19.0,17.42681873234816,-1.5731812676518402,m,uk
1276,16.0,14.43068382401912,-1.5693161759808802,m,usa
553,20.0,18.43238781386456,-1.5676121861354417,f,usa
834,17.0,18.566398076365537,1.5663980763655374,m,uk
552,19.0,17.433847949616403,-1.5661520503835966,f,usa
1277,20.0,18.436258256602727,-1.563741743397273,f,usa
157,14.0,12.4386853229605,-1.5613146770394994,m,usa
1294,18.0,16.439426017547678,-1.560573982452322,f,usa
419,17.0,18.560150794764706,1.5601507947647058,m,uk
1355,14.0,15.555662047332245,1.5556620473322447,f,usa
593,19.0,17.46357716022525,-1.536422839774751,m,uk
1080,15.0,16.536394173663986,1.536394173663986,f,usa
778,17.0,18.535942158697083,1.5359421586970825,m,usa
467,16.0,17.535371338233777,1.5353713382337766,f,usa
1290,19.0,17.464965993148883,-1.5350340068511166,f,usa
326,20.0,18.469050956248505,-1.5309490437514945,m,uk
777,19.0,17.471113377812056,-1.5288866221879438,f,usa
836,17.0,18.527965515457613,1.5279655154576126,f,uk
188,18.0,16.47488964995571,-1.5251103500442902,f,usa
1250,19.0,17.477980414924403,-1.522019585075597,m,uk
446,20.0,18.48017254969933,-1.5198274503006708,m,usa
1057,17.0,18.51664905590539,1.5166490559053898,m,usa
982,16.0,17.516242392898217,1.5162423928982172,f,uk
1022,19.0,17.484502918510902,-1.515497081489098,f,usa
680,19.0,17.486164720830804,-1.5138352791691965,f,usa
1285,19.0,17.48680438340034,-1.5131956165996598,f,usa
954,18.0,16.491392388534035,-1.5086076114659654,m,uk
839,20.0,18.491717917617223,-1.5082820823827774,m,uk
936,19.0,17.492714218843837,-1.5072857811561633,f,usa
1124,20.0,18.495014646450425,-1.504985353549575,f,uk
914,17.0,18.504026318487984,1.504026318487984,m,usa
93,19.0,17.4984831265204,-1.5015168734795985,f,uk
472,20.0,18.49864982387195,-1.5013501761280494,m,usa
1310,20.0,18.498727821836773,-1.5012721781632266,m,uk
1368,19.0,17.500055994946408,-1.4999440050535924,f,usa
509,19.0,17.50125136971693,-1.498748630283071,f,usa
719,19.0,17.50383746611076,-1.4961625338892404,m,uk
566,19.0,17.504970941456893,-1.495029058543107,f,usa
1282,20.0,18.50688464831175,-1.4931153516882496,f,usa
459,20.0,18.50737041177284,-1.4926295882271603,m,usa
739,19.0,17.517090880026114,-1.4829091199738862,m,uk
338,19.0,17.52911966061037,-1.4708803393896304,f,uk
1264,15.0,16.466491504423313,1.4664915044233133,f,uk
211,18.0,16.53407637055351,-1.4659236294464897,f,uk
291,19.0,17.535243812785072,-1.4647561872149275,m,usa
727,19.0,17.53887209094804,-1.4611279090519602,f,uk
664,20.0,18.5434464787799,-1.4565535212201013,f,uk
382,17.0,18.45520254177832,1.4552025417783199,m,uk
843,17.0,18.446609088263727,1.4466090882637275,m,uk
963,18.0,16.55437580599357,-1.445624194006431,f,usa
862,19.0,17.558636680630002,-1.441363319369998,m,uk
377,20.0,18.55878598783035,-1.4412140121696488,m,uk
99,19.0,17.559780360770425,-1.440219639229575,f,uk
282,19.0,17.56130175710623,-1.4386982428937714,m,usa
592,19.0,17.567142856851998,-1.4328571431480022,m,uk
345,19.0,17.56823105166799,-1.4317689483320102,m,uk
234,9.0,10.430513402591204,1.4305134025912043,m,uk
876,17.0,18.428037579626828,1.428037579626828,f,usa
1229,20.0,18.57587604120723,-1.4241239587927694,m,usa
1029,17.0,18.42351906738976,1.4235190673897584,m,uk
225,16.0,17.422063589891106,1.4220635898911063,m,uk
1140,19.0,17.579887635430396,-1.4201123645696043,f,uk
1326,19.0,17.581137741147113,-1.4188622588528865,f,usa
763,16.0,17.418723167310457,1.418723167310457,m,uk
342,19.0,17.5825868639956,-1.4174131360043987,f,uk
559,16.0,17.409108607466838,1.4091086074668375,f,usa
660,17.0,18.407664419609485,1.4076644196094854,f,uk
1331,19.0,17.592565378838174,-1.4074346211618263,m,usa
262,20.0,18.59585883245932,-1.4041411675406792,f,usa
1105,18.0,16.600038234353356,-1.399961765646644,f,uk
1148,16.0,17.396785178102895,1.3967851781028955,f,usa
230,17.0,18.394307843612,1.394307843612001,m,uk
790,20.0,18.612579705537904,-1.3874202944620961,m,usa
866,18.0,16.613832731018114,-1.386167268981886,f,uk
998,17.0,18.38508313632576,1.3850831363257612,f,uk
490,18.0,16.61736098626932,-1.3826390137306817,m,usa
356,20.0,18.61969766422535,-1.3803023357746511,f,uk
416,17.0,18.38010336703766,1.380103367037659,m,uk
741,19.0,17.630012973563936,-1.369987026436064,m,uk
404,18.0,16.6328865611677,-1.3671134388322983,f,uk
447,18.0,16.633778240172433,-1.3662217598275674,f,usa
431,19.0,17.634295261682066,-1.365704738317934,f,uk
1228,19.0,17.637687751224842,-1.362312248775158,f,uk
1024,19.0,17.640786478479257,-1.3592135215207435,f,usa
343,18.0,16.6415355522241,-1.3584644477759014,f,uk
505,19.0,17.643417041834166,-1.3565829581658342,f,usa
934,20.0,18.647935376337063,-1.3520646236629368,m,uk
927,19.0,17.6581185165685,-1.3418814834315,f,uk
