index,coefficient,standardized_coefficient,p_value,std_err,t_value,conf_low,conf_high
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_amean,-0.3275683761278899,-1.2610207959441155,0.42094832615603117,0.4067900952299519,-0.8052516026544864,-1.1262452321477818,0.471108479892002
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.20912057055232577,0.01754651986185071,0.9773369410418091,7.358756392441537,0.02841792273041157,-14.238793694442656,14.657034835547307
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,530800.1603502003,2508640.935158734,0.7871428046607765,1965007.179360453,0.2701263211277216,-3327223.3620292293,4388823.68272963
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,0.1967387337560532,0.8677910085222214,0.37467561419888706,0.22147346639521606,0.8883173996336694,-0.23809420319726102,0.6315716707093674
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile80.0,-530800.2181756698,-2977812.7650951217,0.7871427811110814,1965007.1706547162,-0.27012635175209754,-4388823.723462572,3327223.287111233
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,530800.1383855246,2669123.848764247,0.7871428141914176,1965007.18820523,0.27012630873393356,-3327223.401359418,4388823.678130467
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,7.512068210180292e-05,0.011571496795949083,0.9801492881052198,0.0030180279990767835,0.024890651155251835,-0.005850365562395065,0.0060006069265986705
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,-0.0007610291958542185,-0.17634574928986071,0.682942861618105,0.0018624322380419076,-0.40862114621380075,-0.004417660814646589,0.0028956024229381525
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,0.014325998136980081,0.8334825816006819,0.06893995965841937,0.007864428396430253,1.8216197560502685,-0.0011147341220092855,0.02976673039596945
eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,-0.0017730281505723459,-0.290320133264476,0.44130746896658457,0.002301360373200506,-0.7704261232701214,-0.0062914352823820055,0.002745378981237314
eGeMAPS_loudness_sma3_amean,-1.2385699058836557,-0.25962043443019334,0.9286629903614071,13.829588858301957,-0.08955941630471084,-28.391080940235565,25.913941128468256
eGeMAPS_loudness_sma3_stddevNorm,-1.3667204684949554,-0.1863897691007853,0.7959655969664183,5.283633920943254,-0.2586705454890719,-11.740414857375201,9.00697392038529
eGeMAPS_loudness_sma3_percentile20.0,8294013.066641671,676686.4688156523,0.1158218806095069,5267676.21715131,1.57451079465301,-2048350.5478581367,18636376.681141477
eGeMAPS_loudness_sma3_percentile50.0,1.6333851437998268,0.3720172628070286,0.7734950161980423,5.673095664841349,0.2879177860374588,-9.504964247264581,12.771734534864233
eGeMAPS_loudness_sma3_percentile80.0,-8294012.474759621,-2956829.5906852456,0.11582190402392428,5267676.180326221,-1.5745106932989155,-18636376.01695839,2048351.0674391473
eGeMAPS_loudness_sma3_pctlrange0-2,8294010.980301568,2800506.6548352074,0.11582197483544857,5267676.25666801,1.5745103867768482,-2048352.7117838878,18636374.672387026
eGeMAPS_loudness_sma3_meanRisingSlope,0.19514161412516884,0.8031809055319625,0.29935698977940944,0.1878918411789709,1.0385848203983077,-0.17375838305834196,0.5640416113086797
eGeMAPS_loudness_sma3_stddevRisingSlope,0.03741018992443467,0.11023610304241947,0.8209284780011425,0.16521303565346662,0.2264360664790539,-0.28696306654490683,0.3617834463937762
eGeMAPS_loudness_sma3_meanFallingSlope,-0.6557350202651198,-1.972605919023119,0.02422805593479059,0.2903534724144014,-2.2584025422958764,-1.2258044521457165,-0.08566558838452298
eGeMAPS_loudness_sma3_stddevFallingSlope,0.28487398744454523,0.6295078416488864,0.2483027048765318,0.2465489766625051,1.1554458319026093,-0.19919129301519545,0.7689392679042859
eGeMAPS_spectralFlux_sma3_amean,-9.963285209374572,-1.7287167844854519,0.24589294453372557,8.578998855845523,-1.1613575636026376,-26.80697908080896,6.880408662059818
eGeMAPS_spectralFlux_sma3_stddevNorm,11.655590801323445,2.2735602125082077,0.08387638282998561,6.733080473274973,1.7310933453991766,-1.5638941536490591,24.87507575629595
eGeMAPS_mfcc1_sma3_amean,-0.025090862634261163,-0.15596764114878267,0.881081284916406,0.16765988181956812,-0.1496533479682599,-0.3542681677420081,0.3040864424734858
eGeMAPS_mfcc1_sma3_stddevNorm,0.02506505188881057,0.11443949468697835,0.5469338926485705,0.04159106787964216,0.6026546844467853,-0.056593335869733585,0.10672343964735473
eGeMAPS_mfcc2_sma3_amean,0.08764621136919201,0.5799882123214286,0.5245054789203824,0.13764928218146436,0.6367356950953597,-0.18260937551755632,0.3579017982559404
eGeMAPS_mfcc2_sma3_stddevNorm,0.009564359689239528,0.2592228801692664,0.15413377384665625,0.0067041743015749675,1.4266275396498322,-0.0035983719410978693,0.022727091319576925
eGeMAPS_mfcc3_sma3_amean,-0.14250676495384357,-0.9834655032243725,0.21396289522132766,0.11456687775428719,-1.243874038877793,-0.3674431997435963,0.08242966983590919
eGeMAPS_mfcc3_sma3_stddevNorm,0.002051367230957688,0.15465213274049544,0.37963774193661015,0.0023334297218206763,0.879121068774719,-0.0025300036918363238,0.0066327381537517
eGeMAPS_mfcc4_sma3_amean,0.02366135584732875,0.18041176475340476,0.8658978495641136,0.14006316649778766,0.16893346365764542,-0.2513335635825755,0.29865627527723304
eGeMAPS_mfcc4_sma3_stddevNorm,-0.003615816079297099,-0.1344838503757788,0.4191896069591774,0.004473327273030908,-0.8083057327587835,-0.012398583910339663,0.005166951751745464
eGeMAPS_jitterLocal_sma3nz_amean,12.824867549673684,0.16760952129700393,0.6733753902132265,30.412472743392332,0.421697625769681,-46.885873688390745,72.53560878773811
eGeMAPS_jitterLocal_sma3nz_stddevNorm,0.7900661542276822,0.19212440812851472,0.5009904838641874,1.1734551513046776,0.6732819344218366,-1.5138529478206997,3.093985256276064
eGeMAPS_shimmerLocaldB_sma3nz_amean,2.1948257081065834,0.5054165825828307,0.2906099318621928,2.0753180609857385,1.0575852200043405,-1.879778181283656,6.269429597496822
eGeMAPS_shimmerLocaldB_sma3nz_stddevNorm,1.6432053906089423,0.15960472117708402,0.6281217279404003,3.390945649842588,0.4845861775122294,-5.014453786219506,8.30086456743739
eGeMAPS_HNRdBACF_sma3nz_amean,0.5227010611589097,1.060616346822234,0.28573563740254937,0.4892643658333517,1.0683407533033928,-0.4379027737143433,1.4833048960321626
eGeMAPS_HNRdBACF_sma3nz_stddevNorm,-0.02059771392732415,-0.3205187991451357,0.09035975673097048,0.012145959422819666,-1.6958490647206874,-0.04444464825270182,0.0032492203980535213
eGeMAPS_logRelF0-H1-H2_sma3nz_amean,-0.12580464605320937,-0.4581842556066511,0.14584703620444683,0.08640545551692139,-1.45598035795983,-0.29544997017598856,0.043840678069569816
eGeMAPS_logRelF0-H1-H2_sma3nz_stddevNorm,0.003956530060969597,0.17363402276530693,0.31051821841428534,0.0038985526055618884,1.014871533431406,-0.003697746123602231,0.011610806245541425
eGeMAPS_logRelF0-H1-A3_sma3nz_amean,0.23923161203305168,1.5004377435534435,0.032838531468589935,0.11187938399386574,2.1382993317711563,0.019571704603025153,0.4588915194630782
eGeMAPS_logRelF0-H1-A3_sma3nz_stddevNorm,-0.016433397129019412,-0.020112290440769197,0.9237144504927334,0.17155567874892536,-0.09579045851970874,-0.35325956802705094,0.3203927737690121
eGeMAPS_F1frequency_sma3nz_amean,0.00908520026567393,0.6891230856670918,0.49847970470583125,0.013415098522687987,0.6772369394312526,-0.017253515541162272,0.035423916072510137
eGeMAPS_F1frequency_sma3nz_stddevNorm,-3.243739683594438,-0.26068755280156164,0.6651287127218135,7.490848000313805,-0.43302703291517225,-17.95099780017066,11.463518432981784
eGeMAPS_F1bandwidth_sma3nz_amean,-0.002226696727398904,-0.18875657673609952,0.7668250413054483,0.007506246615099504,-0.2966458260137229,-0.016964187923365005,0.012510794468567196
eGeMAPS_F1bandwidth_sma3nz_stddevNorm,-15.60024145238956,-0.6999085078531305,0.14065481684330072,10.576221874278145,-1.4750297070005745,-36.365210251205404,5.164727346426288
eGeMAPS_F1amplitudeLogRelF0_sma3nz_amean,-0.09467556446201889,-1.771385308042039,0.5186655669953304,0.14661767953101026,-0.6457308884225971,-0.38253937603925137,0.19318824711521362
eGeMAPS_F1amplitudeLogRelF0_sma3nz_stddevNorm,2.5624530560425605,0.5740670287423519,0.7001927794151157,6.651948231766857,0.3852184302645925,-10.49773981112009,15.62264592320521
eGeMAPS_F2frequency_sma3nz_amean,-0.011984454776953786,-1.0608366669462403,0.3458842291880623,0.012705630857026449,-0.9432396479806558,-0.03693022761073648,0.012961318056828907
eGeMAPS_F2frequency_sma3nz_stddevNorm,29.122780313937394,0.7810961927371312,0.10403628433547608,17.891834674383812,1.6277134706388277,-6.005396192146808,64.2509568200216
eGeMAPS_F2bandwidth_sma3nz_amean,0.0023326516644540675,0.1787047923158098,0.7348596200828941,0.006884972072358378,0.33880335895902064,-0.011185051723647177,0.01585035505255531
eGeMAPS_F2bandwidth_sma3nz_stddevNorm,-6.60182915828239,-0.3909657132604536,0.31809868237822514,6.607867699439284,-0.9990861588894393,-19.57547591386588,6.3718175973010975
eGeMAPS_F2amplitudeLogRelF0_sma3nz_amean,-0.28779853245365616,-5.1449313823275595,0.5862525575750828,0.5285294341347464,-0.5445269721350715,-1.3254939722359147,0.7498969073286025
eGeMAPS_F2amplitudeLogRelF0_sma3nz_stddevNorm,-2.032493847583276,-0.3795558754159706,0.9187185189127784,19.909827327483086,-0.10208495604467983,-41.12272362523862,37.05773593007207
eGeMAPS_F3frequency_sma3nz_amean,0.0024528155677103784,0.24120765132735963,0.759546504055572,0.008010603089639488,0.30619611785318973,-0.013274910759647415,0.018180541895068174
eGeMAPS_F3frequency_sma3nz_stddevNorm,-1.8014670962356427,-0.03256379839495737,0.9165470911741025,17.185957214704388,-0.10482204009528773,-35.543749508921664,31.94081531645038
eGeMAPS_F3bandwidth_sma3nz_amean,0.0011600908738928376,0.08939246487465911,0.8017829586694767,0.004619377544665602,0.2511357564251261,-0.00790942674073064,0.010229608488516315
eGeMAPS_F3bandwidth_sma3nz_stddevNorm,3.3818689078320765,0.26343886862646265,0.41152978272775176,4.1157149778519875,0.8216965766655423,-4.6987759685547115,11.462513784218865
eGeMAPS_F3amplitudeLogRelF0_sma3nz_amean,0.579378927049594,10.17359929173246,0.25724199944508475,0.5109792520494332,1.1338599849716475,-0.4238591244755806,1.5826169785747686
eGeMAPS_F3amplitudeLogRelF0_sma3nz_stddevNorm,5.055096088141684,0.868537295341781,0.7883489421636944,18.823095255372426,0.2685581738581956,-31.901483522346513,42.01167569862988
eGeMAPS_alphaRatioV_sma3nz_amean,0.49405298047341717,2.3853726297617315,0.06423971079661141,0.26655923032161427,1.8534454045253757,-0.029299703165556856,1.0174056641123912
eGeMAPS_alphaRatioV_sma3nz_stddevNorm,-0.025264581693456006,-0.09978522442429318,0.6012483678223606,0.04832143567742606,-0.5228441858001056,-0.12013712843872021,0.06960796505180819
eGeMAPS_hammarbergIndexV_sma3nz_amean,0.2089439198585028,1.1364577439441241,0.3350067805263889,0.21657969175083028,0.9647438232523101,-0.21628075820925896,0.6341685979262646
eGeMAPS_hammarbergIndexV_sma3nz_stddevNorm,-1.270327662222272,-0.4457181259928677,0.23011947051691467,1.0576374100411128,-1.201099403407914,-3.346854429628337,0.8061991051837929
eGeMAPS_slopeV0-500_sma3nz_amean,-34.654922740582464,-1.0671800530483093,0.030526542760958602,15.987744427309254,-2.1675929896269244,-66.0446778102942,-3.265167670870728
eGeMAPS_slopeV0-500_sma3nz_stddevNorm,-0.013594805049963361,-0.06301740379429162,0.7117678089492825,0.03677918347740841,-0.3696331393086516,-0.08580571424161973,0.058616104141693014
eGeMAPS_slopeV500-1500_sma3nz_amean,-157.2889880279903,-1.1979983955558045,0.027986430564528368,71.42788758122833,-2.2020669146783893,-297.5279008099486,-17.050075246032037
eGeMAPS_slopeV500-1500_sma3nz_stddevNorm,0.045301425670771944,0.10105454679665624,0.6836382644534907,0.11112184636403975,0.40767344273926664,-0.17287115996946478,0.26347401131100867
eGeMAPS_spectralFluxV_sma3nz_amean,6.59199362559152,1.3607377166555719,0.2600940049663931,5.8487189553350465,1.1270833281497443,-4.891168137111594,18.075155388294633
eGeMAPS_spectralFluxV_sma3nz_stddevNorm,-10.284177969822748,-1.4462161304746433,0.13875922789233158,6.938832938450337,-1.4821192642980008,-23.907629820576503,3.339273880931005
eGeMAPS_mfcc1V_sma3nz_amean,-0.16929433831838875,-1.1821812293786547,0.3937154362158499,0.1983702517404522,-0.8534260396054425,-0.558767265131857,0.22017858849507954
eGeMAPS_mfcc1V_sma3nz_stddevNorm,-0.4632091909248665,-0.5520312629119255,0.031380160917029616,0.2147905660062512,-2.1565620852797855,-0.8849211646729793,-0.0414972171767537
eGeMAPS_mfcc2V_sma3nz_amean,-0.21093031745712812,-1.7315017132452268,0.1525155672984853,0.14727065239267847,-1.4322630750267151,-0.5000761521670248,0.07821551725276862
eGeMAPS_mfcc2V_sma3nz_stddevNorm,0.0035111976124651088,0.16654928292836263,0.32753625662209573,0.0035836781139473757,0.9797748293296268,-0.003524865464284167,0.010547260689214384
eGeMAPS_mfcc3V_sma3nz_amean,0.13192431579171007,1.1460555775625658,0.22208167569791817,0.10794885171685083,1.2221002233330536,-0.08001852773164383,0.34386715931506395
eGeMAPS_mfcc3V_sma3nz_stddevNorm,0.012702319560007513,0.16882826784693825,0.31824592002736624,0.012717809615621111,0.9987820185958302,-0.012267364604799876,0.0376720037248149
eGeMAPS_mfcc4V_sma3nz_amean,0.06652375621693082,0.6487280067864805,0.5905832734535148,0.12359515711445825,0.538239181615546,-0.17613847342182046,0.30918598585568213
eGeMAPS_mfcc4V_sma3nz_stddevNorm,-0.00022356067587285286,-0.12633823910111958,0.4526785459306677,0.0002975345304782663,-0.7513772452343411,-0.0008077291355926152,0.00036060778384690957
eGeMAPS_alphaRatioUV_sma3nz_amean,-0.1514260218291444,-0.641915647475008,0.4937751364147689,0.22116438606526606,-0.6846763374662785,-0.5856521217206012,0.28280007806231233
eGeMAPS_hammarbergIndexUV_sma3nz_amean,-0.14067556277880316,-0.6529023165387023,0.41013605959645694,0.17069191902647415,-0.8241489320709114,-0.4758058592994264,0.1944547337418201
eGeMAPS_slopeUV0-500_sma3nz_amean,14.401015570936165,0.5145309082965019,0.15462958425877593,10.106615119940125,1.4249098634935928,-5.441944431405966,34.2439755732783
eGeMAPS_slopeUV500-1500_sma3nz_amean,-22.51023332271411,-0.12981362759064694,0.7733363547897356,78.1265836427749,-0.2881251460532262,-175.90112195807788,130.88065531264968
eGeMAPS_spectralFluxUV_sma3nz_amean,2.9087445572788626,0.322828348150245,0.5055274095974414,4.366422862502511,0.6661619016010247,-5.664131048026948,11.481620162584672
eGeMAPS_loudnessPeaksPerSec,1.0818592359193357,0.5526038202847962,0.23767372923513463,0.9154076043030994,1.1818333503390068,-0.7154187114904045,2.879137183329076
eGeMAPS_VoicedSegmentsPerSec,0.35191426749568094,0.16977117633861766,0.7591936557707026,1.147572218419842,0.30665980044397717,-1.9011872268886085,2.6050157618799705
eGeMAPS_MeanVoicedSegmentLengthSec,-3.2741677554569506,-0.5444724406548659,0.5026188303389807,4.881552950308864,-0.6707225730799026,-12.858431012022702,6.310095501108801
eGeMAPS_StddevVoicedSegmentLengthSec,3.6437324355381624,0.5554275076483937,0.5090011095050566,5.51468026715913,0.6607332173430283,-7.183589933851948,14.471054804928272
eGeMAPS_MeanUnvoicedSegmentLength,-1.0836915646610035,-0.08474760953331176,0.9166401874146589,10.349982472075029,-0.10470467632045548,-21.404470161753125,19.23708703243112
eGeMAPS_StddevUnvoicedSegmentLength,-0.6129593847252375,-0.11218989769679245,0.81370453393503,2.600165073278638,-0.23573864252869756,-5.718028780982277,4.4921100115318024
eGeMAPS_equivalentSoundLevel_dBp,0.13051838006140684,0.2676980237450564,0.5323695049408068,0.20892851113953306,0.6247035378251465,-0.27968424868134156,0.5407210088041553
