TrainingSize%,Test_R2
10,-0.9995730424959115
20,-0.08594482052587282
30,-0.06963269510328862
40,0.08761387468334081
50,0.022070403734697264
60,0.09966528395284358
70,0.13801521125208382
80,0.15243375638360024
90,0.15522440110264812
100,0.18320622743620463
