Fold,R2,RMSE,MAE
1,-0.00016293943922374154,2.314578612430527,1.7150908855158513
2,0.22878715555086515,2.2630182529579317,1.714215880917691
3,0.22168127462168574,2.3868280433582427,1.7442456065910195
4,0.2445558113929066,2.1921006104503533,1.620871377222074
5,0.144980993841883,2.7459383858618733,1.8548622806295767
