R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.16796845919362335,0.09082531987748277,0.040618317864842865,0.08835655617853135,0.24758036220871538,2.3804927810117857,1.7298572061752424
