R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.14498377569607962,0.046749611081108,0.020907061659806984,0.10400593484285793,0.18596161654930132,5.170397421483021,4.098354976994594
