R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.14683584105951314,0.12115088809092327,0.05418032426115483,0.04064240550764968,0.2530292766113766,2.4059243415154272,1.7571697658254286
