Fold,R2,RMSE,MAE
1,-0.07647528188865382,2.401256689702201,1.763048128342246
2,0.2543414630958023,2.2252096109130934,1.6720312499999999
3,0.24774097776230353,2.3465299127816266,1.7658421052631579
4,0.1831781932497888,2.279412641346186,1.7021465968586384
5,0.12539385307832496,2.7772128528340283,1.8827807486631019
