Fold,R2,RMSE,MAE
1,0.12904869246843897,5.294497192965144,4.162368421052633
2,0.1631253679642498,5.10812991139711,4.086891191709844
3,0.09568154308524823,4.921157242055599,4.0251813471502595
4,0.1162043664542084,5.499285351592364,4.226476683937824
5,0.12700806363137684,5.297938602810856,4.057037037037037
