R2_Mean,R2_Std,R2_SE,R2_CI_Low,R2_CI_High,RMSE_Mean,MAE_Mean
0.12621360672070445,0.02192504865049295,0.009805179838498452,0.10699545423724749,0.1454317592041614,5.224201660164214,4.111590936177519
