Fold,R2,RMSE,MAE
1,0.10610587155466666,5.365563113282074,4.219863983636544
2,-1.00321367399923,7.960492713683203,4.373080547971077
3,0.14926312736203506,4.739365713376631,3.906759036495577
4,0.1235838367108445,5.412704241455876,4.125736712955087
5,0.19836567719557208,5.0809428651245225,3.9121098818584743
