Fold,R2,RMSE,MAE
1,0.04759947980958468,5.547599766094561,4.342916508117976
2,-0.6309947070178925,7.168321144812268,4.390566118414885
3,0.09663068315557621,4.883770665340139,4.021782970649891
4,0.07788903473954822,5.552015900470188,4.301540361052018
5,0.11294100888592296,5.344811714114229,4.1460880210759505
