Fold,R2,RMSE,MAE
1,-0.005332408217185947,5.945652116273656,4.727125500889759
2,-0.0015243311694033146,5.580930331510688,4.419787225870876
3,-0.007144885050037519,5.291105440539355,4.327437876867535
4,-0.0159333205362584,5.960054335946219,4.631639144123883
5,-0.00021701049788092064,5.65240339175612,4.5100621791067885
