task,model,r2_mean,r2_std,r2_se,r2_ci_low,r2_ci_high
cookieTheft,acoustic,0.0031627721913472183,0.04056868218660941,0.01814286622536869,-0.032397245610375415,0.03872278999306985
cookieTheft,baseline,-0.001855999381780027,0.001860548612493986,0.0008320626345958934,-0.003486842145587978,-0.00022515661797207608
cookieTheft,demographics,-0.20662295317933532,0.05566158811132483,0.02489261895050329,-0.2554124863223218,-0.15783342003634887
cookieTheft,full,0.049747355100641856,0.029228720709047425,0.013071481280157178,0.02412725179153379,0.07536745840974993
cookieTheft,linguistic,-0.0029219577240161554,0.035986724442710435,0.016093752428290753,-0.034465712483466034,0.028621797035433723
cookieTheft,linguistic+acoustic,0.025897206381368852,0.03568802165446646,0.015960168480374303,-0.005384723840164779,0.05717913660290248
journaling,acoustic,-0.06621881142699242,0.033453499653911714,0.014960859862282455,-0.09554209675706603,-0.036895526096918804
journaling,baseline,-0.001855999381780027,0.001860548612493986,0.0008320626345958934,-0.003486842145587978,-0.00022515661797207608
journaling,demographics,-0.20662295317933532,0.05566158811132483,0.02489261895050329,-0.2554124863223218,-0.15783342003634887
journaling,full,0.027462158693329353,0.01603096346293652,0.007169264809588298,0.013410399666536288,0.04151391772012242
journaling,linguistic,-0.03375409299320768,0.016299697568552242,0.00728944635519417,-0.048041407849388255,-0.01946677813702711
journaling,linguistic+acoustic,0.018857648031495165,0.013631285669683697,0.006096096275626298,0.00690929933126762,0.030805996731722712
picnicScene,acoustic,0.020551703655000586,0.04122946794368803,0.01843837859964698,-0.01558751840030749,0.05669092571030866
picnicScene,baseline,-0.001855999381780027,0.001860548612493986,0.0008320626345958934,-0.003486842145587978,-0.00022515661797207608
picnicScene,demographics,-0.20662295317933532,0.05566158811132483,0.02489261895050329,-0.2554124863223218,-0.15783342003634887
picnicScene,full,0.047625721679910304,0.03177006272408109,0.014208003980095491,0.019778033878923143,0.07547340948089747
picnicScene,linguistic,-0.015147434518500447,0.027844189380016066,0.01245230004641873,-0.039553942609481155,0.009259073572480262
picnicScene,linguistic+acoustic,0.02526638020664418,0.02864733721334083,0.012811478676677897,0.0001558820003554999,0.050376878412932855
