Subject_ID,picnicScene,cookieTheft,journaling
581,75.12,69.96,105.12
582,65.82,40.08,60.9
583,63.24,63.54,69.72
584,67.02,61.86,62.7
585,32.76,23.82,86.7
586,73.2,63.06,124.14
587,76.5,68.76,88.92
588,79.86,73.74,54.18
589,78.48,62.1,68.64
590,107.94,83.4,196.74
591,75.42,62.34,67.5
592,72.66,74.4,69.9
593,80.46,66.9,96.48
594,80.58,75.12,91.38
596,70.68,63.72,68.22
597,65.7,67.68,64.74
598,67.02,62.4,201.48
600,65.86666666666666,71.85066666666667,96.98666666666666
602,79.56,77.4,68.16
603,72.384,63.44533333333333,77.22666666666667
604,87.54,81.96,132.12
605,71.94,61.86,90.0
606,75.12,79.68,105.12
607,101.16,74.52,98.16
609,74.34,60.84,60.72
610,61.26,61.74,62.82
611,219.0,73.98,70.44
612,421.36266666666666,242.872,289.34133333333335
613,69.9,61.86,66.18
614,68.52,71.52,63.42
615,62.34,61.08,60.42
617,71.00662131519275,67.73260770975057,122.43882086167801
618,65.7,64.56,71.88
619,82.928,64.06933333333333,75.74933333333334
620,111.96,79.14,
621,66.54,64.26,63.24
622,65.7,65.58,70.62
623,61.5,13.2,65.4
624,66.48,64.14,98.88
625,78.06,74.46,71.34
626,44.28,24.96,51.06
627,80.1,64.68,87.66
628,62.82,63.54,74.64
629,164.28,164.04,209.94
631,83.46,57.84,110.76
632,63.18,62.52,119.64
633,130.74,77.52,77.16
636,76.56,83.4,79.02
637,70.68,71.34,61.68
638,107.81024943310658,70.05460317460317,66.64126984126985
640,80.28,67.44,105.3
641,77.16,64.62,67.44
643,98.50133333333333,46.72,63.04
644,63.24,61.38,69.24
645,119.7,89.16,115.38
646,56.28,42.12,100.14
647,32.82,32.94,62.94
648,60.42,25.62,65.76
649,71.34,63.9,66.12
650,66.12,77.22,70.8
651,74.76,46.74,52.8
652,90.66,69.06,85.14
653,60.66,81.36,117.3
655,82.62,59.76,82.74
656,65.04,65.1,106.86
657,67.62,71.64,143.94
659,68.24344671201814,60.67374149659864,66.87346938775511
660,84.18,63.84,113.88
661,66.36,64.92,61.86
662,102.6,74.76,82.8
663,86.94,84.36,106.5
664,74.46,69.0,81.24
665,63.24,60.0,73.86
666,83.7,71.34,149.04
667,133.32,142.02,125.64
668,153.66,171.36,139.32
669,97.92,85.68,95.7
670,115.14,66.42,91.44
671,96.6,43.98,120.36
672,48.06,37.38,72.36
673,131.22,81.48,173.52
674,114.6,82.68,127.56
675,63.504,65.58933333333333,
676,66.72,70.26,71.1
677,88.08,82.68,97.98
678,138.901768707483,88.37514739229024,152.55510204081634
679,81.84,75.06,62.22
680,70.5,63.18,62.58
681,85.5,70.98,128.1
682,67.02,64.26,67.62
683,117.96,87.18,95.16
684,63.84,60.78,70.62
688,60.6,66.36,91.5
689,175.92,161.4,78.12
690,108.84,67.62,97.2
691,74.28,65.22,78.96
692,147.12,108.12,142.26
693,75.42,61.86,77.58
694,138.42,72.66,108.84
696,80.34,70.74,117.84
697,136.86,101.94,162.36
698,96.0,71.34,81.66
701,71.82,74.34,66.54
702,151.25333333333333,97.42933333333333,134.72
703,76.26,62.64,101.7
704,79.8,86.7,130.02
705,63.54,63.36,70.8
706,71.4,68.7,72.6
707,86.28,66.6,64.38
708,77.4,62.58,
709,82.68,90.48,62.58
710,65.42933333333333,61.989333333333335,68.432
712,66.3,63.84,91.02
713,75.72,84.72,116.16
714,72.0,64.08,68.1
717,64.86,64.38,63.96
719,66.54,59.94,67.14
720,83.52,40.62,117.84
721,278.1,271.92,76.26
722,61.2,69.66,90.9
723,65.58,64.38,67.68
724,63.9,25.26,61.2
725,100.2,76.08,83.1
727,88.98,34.32,79.32
728,90.9,86.94,77.34
729,70.26,65.88,62.76
732,79.68,66.6,125.52
733,61.25424036281179,63.20471655328798,66.01433106575963
734,108.6,87.9,122.82
735,67.8,64.5,88.56
737,64.32,47.1,63.9
738,70.62,58.44,62.58
739,73.26,60.06,75.42
741,72.12,64.2,86.94
742,79.10133333333333,62.8,68.14933333333333
743,53.28,27.24,63.42
744,73.02,62.76,63.3
745,41.46,35.28,67.8
747,69.6,63.84,62.1
748,65.568,64.26133333333334,71.38133333333333
749,84.46933333333334,70.97066666666667,130.50133333333332
750,60.18,40.56,64.92
753,123.24,90.96,117.72
754,62.64,39.48,46.56
755,67.98,60.0,77.64
756,91.68,60.48,147.78
757,422.22,109.68,84.0
758,56.64,65.1,277.14
760,53.34,44.82,57.06
761,91.32,61.86,210.42
762,103.92,97.56,81.24
763,61.44,61.32,64.98
764,290.55710416666665,291.88645833333334,328.852625
765,131.28,92.4,116.34
766,103.56,136.56,78.9
767,66.3,95.34,62.4
768,158.52,84.0,209.34
769,123.89333333333333,74.64533333333334,234.54933333333332
770,73.26,62.52,78.18
771,99.36,67.5,88.44
772,69.96,69.66,72.6
773,70.92,63.66,73.92
774,70.92,80.1,97.32
775,81.3,65.04,74.04
776,76.98,45.06,87.84
777,77.04,67.86,73.62
778,143.94,122.58,126.42
779,68.7,68.46,72.24
780,76.68,72.72,81.6
781,95.88,82.56,160.44
782,59.1,59.4,102.18
783,64.26,66.96,80.04
784,91.98,54.54,143.7
786,76.02,61.56,63.06
787,84.96,70.38133333333333,156.94933333333333
788,70.44,65.22,62.52
789,70.56,69.36,66.3
790,163.32,139.32,103.26
791,86.22,60.12,76.68
793,132.84,84.18,137.7
794,60.0,61.26,67.44
796,115.2,87.72,114.48
797,62.136598639455784,61.41678004535147,61.74185941043084
799,87.0,79.14,135.84
800,136.26,98.76,70.8
801,135.50933333333333,98.912,136.37066666666666
802,87.72266666666667,38.24,67.952
803,70.32,64.62,64.32
805,104.88,97.08,82.62
807,70.14,63.6,70.86
808,81.96,84.3,63.12
809,62.4,66.66,77.76
811,60.778666666666666,61.504,62.93333333333333
812,62.16,61.38,75.66
814,64.41866666666667,63.82933333333333,63.59466666666667
816,66.36,146.58,63.42
819,64.5,64.56,64.8
820,85.32,92.34,101.94
821,67.5,67.32,83.28
822,97.92,85.62,196.62
823,62.16,62.28,
824,122.22,71.58,334.98
826,97.74,101.28,108.3
827,79.98,67.2,86.58
828,65.456,63.349333333333334,64.31733333333334
829,66.54,64.2,76.86
830,51.48,53.22,59.46
831,71.04,62.46,73.8
833,119.97866666666667,80.64,113.04533333333333
834,78.15836734693877,81.80390022675736,66.20009070294785
835,71.94,31.86,85.74
836,76.98,64.8,78.54
838,80.64,62.34,76.86
839,79.62,73.56,73.2
840,62.22,75.96,62.82
841,73.44,70.5,65.04
842,73.2,64.98,64.38
843,64.98,61.62,60.72
844,90.3,53.52,65.34
845,120.66,70.62,85.68
847,65.272,62.965333333333334,71.58666666666667
848,73.96266666666666,66.66666666666667,100.26666666666667
849,68.88,63.0,64.86
851,69.18,63.6,101.28
852,66.42,65.1,108.0
853,53.64,47.82,65.4
854,162.12,100.26,146.64
855,78.3,69.66,70.74
856,108.96,82.32,195.48
857,60.54,59.58,60.06
858,64.98,65.4,84.3
859,61.68,32.1,63.96
862,71.34,66.36,64.5
863,63.6,67.98,71.64
864,67.62,65.94,65.46
866,76.44,75.54,80.34
867,65.22,63.9,85.38
868,72.78,63.78,60.9
871,39.42,32.76,66.3
872,64.5,61.02,68.04
873,67.02,50.22,128.46
874,61.12,67.02933333333333,62.312
875,61.14,60.78,103.2
876,123.96,66.84,141.36
877,94.38,71.64,214.8
883,75.13066666666667,63.76533333333333,87.04
884,83.22133333333333,81.94133333333333,88.21333333333334
885,63.36,57.54,57.54
887,65.536,61.909333333333336,71.72266666666667
888,106.56,79.2,116.16
889,72.36266666666667,62.464,91.392
890,67.98,62.16,63.12
891,71.4,66.6,76.5
892,155.76,103.86,105.84
893,76.38,43.02,55.98
894,55.08,28.74,53.34
895,84.36,70.152,126.34666666666666
897,61.5,62.34,63.18
898,63.3,63.66,61.32
899,73.32,60.48,71.22
901,77.34,60.24,62.82
902,126.36,63.78,131.22
903,94.2,44.16,125.22
904,73.8,64.56,63.42
906,66.18,61.74,93.3
908,74.46,67.56,73.74
909,63.42,61.92,63.36
910,79.96533333333333,73.86133333333333,76.22666666666667
911,62.1,60.78,73.02
912,72.6,85.2,126.06
913,77.16,71.88,146.94
914,89.76,70.2,107.58
916,118.89333333333333,90.30933333333333,68.65866666666666
917,177.96,124.08,154.86
918,67.2,65.22,64.44
919,67.68,60.42,63.0
920,96.48,72.0,73.92
921,38.10394557823129,16.555827664399093,29.628662131519274
922,63.704,64.21333333333334,61.344
923,63.84,62.04,61.26
924,182.04,76.38,188.64
927,65.52,65.94,63.18
928,65.16,63.06,63.12
929,99.06,45.3,94.2
931,74.83733333333333,77.33333333333333,86.848
932,89.08,79.90933333333334,101.54133333333333
933,67.44,60.72,76.26
934,103.38,77.22,88.38
935,96.18,62.1,98.64
936,68.22,64.08,61.74
938,23.46,14.64,43.74
941,72.48,66.24,85.86
942,84.66,65.28,87.72
943,92.34,116.04,90.42
944,52.662875,24.677020833333334,49.93452083333333
945,93.86933333333333,73.61866666666667,90.44
947,77.1,88.32,93.06
948,61.62,59.64,96.48
950,63.42,60.48,68.64
951,73.32,67.5,129.18
952,92.82,65.58,82.26
953,103.68,78.96,77.22
954,60.6,63.24,63.24
956,65.76,65.52,67.74
957,67.68,18.72,62.28
958,77.7,91.08,206.34
960,86.46,39.6,
962,63.06,61.62,61.38
963,63.54,65.4,70.98
964,72.12,66.24,88.38
965,76.68,55.2,76.62
966,105.97066666666667,114.45333333333333,334.77066666666667
967,77.35729166666667,62.377520833333335,123.9539375
968,114.72,138.9,120.42
969,105.54,87.48,126.42
970,145.92,108.18,101.34
971,334.56,187.02,137.28
972,68.4,60.48,68.4
973,77.52,74.4,74.28
975,69.54,66.12,67.32
979,94.14,87.48,107.88
981,62.34,61.44,69.06
982,85.98,79.8,132.9
983,72.36,66.54,78.06
984,75.54,72.3,83.64
985,63.9,63.3,62.34
986,94.44,74.16,109.92
988,83.76,85.38,85.74
989,79.56,63.72,67.62
991,60.36,60.06,67.08
993,64.14,23.94,60.24
994,99.78,75.3,79.92
997,95.57866666666666,70.94666666666667,117.792
998,84.96,65.52,64.44
999,69.42,63.72,63.3
1000,246.48,197.34,249.9
1001,68.16,67.56,65.1
1002,79.74,68.58,126.9
1003,74.22,69.18,67.26
1004,95.46,91.32,85.2
1005,101.52,48.96,100.8
1006,106.98,63.96,66.78
1007,74.04,62.58,90.48
1008,78.48,73.38,64.02
1009,222.36,140.85266666666666,156.78
1010,103.44,82.02,115.08
1011,118.14,118.74,262.56
1012,81.42,72.54,72.66
1013,69.18,82.14,102.06
1014,69.9,69.78,83.52
1015,70.86,68.7,80.22
1016,80.66612244897959,67.10566893424036,127.29179138321996
1017,73.56,69.54,65.22
1018,71.65866666666666,73.28,66.70933333333333
1019,84.9,29.64,82.68
1020,63.54,44.7,64.5
1021,158.28,134.1,169.98
1022,86.58,72.36,91.56
1023,69.78,65.64,132.0
1024,74.73066666666666,30.930666666666667,125.09333333333333
1025,65.76,69.06,81.9
1026,158.74933333333334,167.97333333333333,124.79466666666667
1027,60.36,30.6,58.86
1028,65.04,64.92,63.6
1029,86.34,78.96,132.66
1030,118.56,87.12,66.36
1032,64.32,74.52,65.34
1036,60.24,60.72,61.92
1037,101.37866666666666,69.96,72.78666666666666
1038,66.72,56.82,66.96
1039,111.66,62.76,110.94
1040,60.06,60.42,62.52
1041,80.28,71.28,85.14
1044,157.304,96.62666666666667,64.544
1045,189.12,183.3,109.98
1046,68.94,63.48,60.48
1047,67.08,58.02,55.56
1048,71.16,58.68,63.48
1049,106.09197278911564,82.03609977324263,120.67410430839003
1050,63.78,66.0,65.82
1051,63.48,61.56,78.96
1052,72.96,68.82,60.84
1053,59.7,41.16,70.08
1054,100.14,79.8,72.3
1055,61.26,61.8,62.58
1056,128.16,146.52,108.54
1057,87.21866666666666,60.112,77.49066666666667
1058,93.84,71.82,86.52
1059,340.68,278.46,128.76
1060,73.5,67.98,63.06
1061,50.34,56.22,80.82
1062,87.0,83.1,98.64
1063,79.02,73.38,65.7
1065,60.18,12.36,62.82
1067,107.34,93.12,83.7
1069,73.98,64.74,62.94
1070,70.32454166666666,63.90133333333333,66.89960416666666
1071,73.28,66.56,65.36533333333334
1072,65.76,63.78,81.84
1073,68.224,48.59733333333333,62.208
1074,224.58,102.06,180.78
1075,106.5,85.62,90.6
1079,65.34,61.08,74.82
1080,62.7,35.64,96.12
1082,72.0,76.14,65.82
1083,101.64,71.82933333333334,138.6
1086,67.44,69.18,72.36
1087,70.26,70.08,66.06
1088,69.0,69.72,66.24
1089,62.58,60.48,63.12
1090,157.8,103.8,117.18
1093,87.78,80.16,107.7
1094,102.72,72.42,172.68
1095,75.18,67.32,69.78
1096,94.08,81.3,97.62
1097,111.82133333333333,71.37066666666666,78.87466666666667
1098,74.376,62.57066666666667,122.58933333333333
1099,71.1,63.48,72.96
1100,78.66920634920635,75.09333333333333,85.28689342403628
1101,84.84,63.78,81.96
1102,61.74,22.74,64.56
1104,71.94,79.5,79.5
1105,43.87466666666667,56.522666666666666,37.54666666666667
1106,60.42,61.74,67.02
1107,80.7,61.5,64.44
1112,74.58,24.3,106.8
1113,73.56,61.74,99.0
1114,75.01866666666666,63.861333333333334,88.736
1115,83.58,61.74,63.48
1116,44.94,39.18,71.64
1117,62.36,61.714666666666666,49.44533333333333
1118,62.16,59.46,70.26
1119,69.14666666666666,62.944,133.50133333333332
1120,66.6,73.44,76.14
1123,67.02,114.78,93.0
1124,94.02,78.0,105.54
1125,45.12,38.448,82.04
1128,64.86,60.48,62.76
1130,34.68,27.6,71.76
1131,60.928,60.096,59.946666666666665
1132,66.54,65.94,71.28
1133,332.04,62.4,117.96
1134,72.96,75.96,90.42
1135,60.3,64.86,62.04
1136,100.14,74.16,80.82
1138,75.72,63.6,85.14
1139,60.9,62.52,62.22
1140,54.84,34.08,70.56
1141,63.84,62.16,62.16
1142,61.44,60.72,60.3
1144,81.3,55.62,61.32
1146,59.46,40.44,62.28
1147,51.36,37.02,61.8
1148,84.06,47.4,143.46
1149,94.464,81.088,149.52533333333332
1150,69.12,62.34,62.64
1152,60.42,62.76,63.66
1155,62.04,18.24,60.42
1160,155.04,129.96,119.04
1161,114.54,69.0,117.84
1162,97.5,68.88,91.68
1164,86.7,62.28,77.04
1165,97.14,80.16,86.04
1166,80.768,65.6,101.52533333333334
1167,136.26,35.46,125.52
1168,62.76,64.26,63.18
1169,89.4,12.96,174.18
1170,71.34,70.74,63.78
1172,105.3,68.94,180.0
1174,44.18933333333333,34.029333333333334,63.458666666666666
1175,150.48,79.86,346.98
1176,66.304,67.92533333333333,69.312
1177,59.52,24.36,84.84
1179,142.38,83.04,68.16
1180,65.46,73.62,64.38
1183,66.72,61.92,79.92
1185,139.5,78.54,129.3
1186,68.46,60.78,72.0
1188,94.2,72.48,104.7
1189,62.46,62.58,62.7
1190,87.0,55.62,68.52
1191,74.34,65.58,70.26
1192,70.26,65.7,74.46
1193,65.64,65.04,68.22
1194,85.44,38.1,128.28
1195,159.66,93.48,131.34
1196,77.46,68.94,65.46
1198,95.76,71.16,90.36
1199,76.82133333333333,63.68,68.13866666666667
1200,63.72,39.42,69.18
1201,74.64,65.28,65.82
1202,66.3,69.42,63.36
1203,65.58,69.0,63.42
1204,63.9,78.48,100.92
1205,64.62,29.88,77.82
1206,83.28,66.3,61.32
1207,70.68,79.2,72.42
1209,133.44,94.8,226.44
1211,60.96,39.48,78.36
1212,35.7,32.16,59.4
1213,82.56,32.76,78.18
1214,67.32,64.5,56.46
1215,60.458666666666666,60.373333333333335,62.61333333333334
1216,79.24,65.78133333333334,65.30133333333333
1217,63.48,62.58,73.08
1218,60.54,62.52,85.38
1219,91.44,92.94,101.1
1220,64.98,63.0,62.7
1222,38.16,38.648,67.152
1223,37.08,25.38,60.96
1225,272.46,119.28,60.24
1227,83.58,81.6,75.18
1228,69.44,61.696,63.552
1229,74.28266666666667,70.80533333333334,79.104
1230,68.82,61.98,64.5
