task,target,model,criterion,threshold,precision,recall,f1
picnicScene,PhonemicFluencyScore,linguistic+acoustic,max_f1,0.1680679430461048,0.16470588235294117,0.5915492957746479,0.25766871165644173
picnicScene,PhonemicFluencyScore,linguistic+acoustic,recall>=0.80,0.11531518483006709,0.141439205955335,0.8028169014084507,0.2718052738336714
