task,target,model,threshold_type,auroc,auprc,sensitivity,specificity,accuracy,precision,npv,f1,balanced_accuracy,mcc,tp,fp,tn,fn,threshold,best_threshold,J,recall
picnicScene,PhonemicFluencyScore,linguistic,baseline_predict,0.5583713172149557,0.18687477489916435,0.013888888888888888,0.9976218787158145,0.8538071065989847,0.5,0.855249745158002,0.02702702702702703,0.5057553838023517,0.06394683149417074,2,2,839,142,,,,
picnicScene,PhonemicFluencyScore,linguistic,youdenJ,0.5583713172149557,,0.5694444444444444,0.5695600475624256,0.5695431472081218,0.18468468468468469,0.8853974121996303,0.2789115646258503,0.5695022460034351,0.09870018376974007,82,362,479,62,0.20248990060958313,0.20248990060958313,0.13900449200687004,
picnicScene,PhonemicFluencyScore,linguistic,max_f1,0.5583713172149557,,0.5694444444444444,0.5695600475624257,0.5695431472081218,0.18468468468468469,0.8853974121996303,0.2789115646258503,0.5695022460034351,0.09870018376974007,82,362,479,62,0.20248990060958313,0.20248990060958313,,0.5694444444444444
picnicScene,PhonemicFluencyScore,linguistic,recall>=0.80,0.5583713172149557,,0.8055555555555556,0.21521997621878716,0.3015228426395939,0.14948453608247422,0.8660287081339713,0.25217391304347825,0.5103877658871714,0.01795260143104342,116,660,181,28,0.13014444169566722,,,0.8055555555555556
