task,target,model,threshold_type,auroc,auprc,sensitivity,specificity,accuracy,precision,npv,f1,balanced_accuracy,mcc,tp,fp,tn,fn,threshold,best_threshold,J,recall
picnicScene,PictureNamingScore,full,baseline_predict,0.745254397977457,0.43881686341783216,0.19090909090909092,0.9953650057937428,0.9044193216855088,0.84,0.9061181434599156,0.3111111111111111,0.5931370483514169,0.37280354505636215,21,4,859,89,,,,
picnicScene,PictureNamingScore,full,youdenJ,0.745254397977457,,0.5636363636363636,0.8725376593279258,0.8376156217882836,0.36046511627906974,0.9400749063670412,0.4397163120567376,0.7180870114821447,0.36206042415504747,62,110,753,48,0.23866134134431272,0.23866134134431272,0.4361740229642894,
picnicScene,PictureNamingScore,full,max_f1,0.745254397977457,,0.5636363636363636,0.8725376593279258,0.8376156217882836,0.36046511627906974,0.9400749063670412,0.43971631205673756,0.7180870114821447,0.36206042415504747,62,110,753,48,0.23866134134431272,0.23866134134431272,,0.5636363636363636
picnicScene,PictureNamingScore,full,recall>=0.80,0.745254397977457,,0.8,0.48667439165701043,0.5220966084275437,0.1657250470809793,0.9502262443438914,0.2745709828393136,0.6433371958285052,0.18231913210376344,88,443,420,22,0.11143899641422646,,,0.8
