Fold,R2,RMSE,MAE
1,0.10610587155466666,5.365563113282074,4.219863983636542
2,-1.0032136739992041,7.960492713683152,4.373080547971071
3,0.14926312736203506,4.739365713376631,3.906759036495578
4,0.12358383671084494,5.412704241455875,4.125736712955085
5,0.1983656771955722,5.080942865124522,3.9121098818584734
