Fold,R2,RMSE,MAE
1,0.15404567782223022,5.449793609669376,4.269396197373866
2,-0.4759627336920209,6.788503428443509,4.4561502609168295
3,0.16292584584697778,4.823723512204071,4.0501287694524
4,0.1531264273969054,5.4416036650740836,4.109057430099599
5,0.1316263520494534,5.266709302933759,4.096361625891467
