Fold,R2,RMSE,MAE
1,0.03726811602135116,5.818316352242567,4.586469696383914
2,0.055397613889983655,5.4200134964057645,4.263522624000384
3,0.07434011934982498,5.072547950473857,4.1392866815400895
4,0.09639509922413059,5.620913547353423,4.311613459433607
5,0.0921836172035746,5.384991698956099,4.207704897988955
