task,model,fold,r2,rmse,mae
cookieTheft,baseline,0,-0.02967468977411536,2.327997289763121,1.733038619758089
cookieTheft,baseline,1,-0.0005450799828294883,2.607193186464379,1.9018798716185232
cookieTheft,baseline,2,-0.002411727363311744,2.744439493645888,1.9505192609588218
cookieTheft,baseline,3,-5.976538571594858e-05,2.536495683904985,1.7214986020503258
cookieTheft,baseline,4,-0.02267470747956568,2.970451073450108,2.0024453568409606
cookieTheft,demographics,0,-0.07806506297378091,2.3820722926925177,1.7739072174795993
cookieTheft,demographics,1,-0.004427368451517921,2.612246470214422,1.8893896790547757
cookieTheft,demographics,2,2.362007612455308e-05,2.741103674680398,1.952827991110559
cookieTheft,demographics,3,-0.0024171019354546353,2.5394834325871085,1.7634566299876697
cookieTheft,demographics,4,-0.06505295306914682,3.0313720800497115,2.0191473758952414
cookieTheft,linguistic,0,-0.01361160571729858,2.309767354359833,1.712003696632579
cookieTheft,linguistic,1,0.22059514606022324,2.301104995270388,1.7137909551165336
cookieTheft,linguistic,2,0.21724285009007438,2.4251807512700587,1.7539848227706853
cookieTheft,linguistic,3,0.21694843027135502,2.244483062325801,1.6045976843843317
cookieTheft,linguistic,4,0.09867433127046787,2.788653246901819,1.895921989266496
cookieTheft,acoustic,0,-0.11365631677805377,2.421073889317984,1.7711428074163367
cookieTheft,acoustic,1,0.03001410310920194,2.5670692948302305,1.955069768739942
cookieTheft,acoustic,2,0.0792445509237234,2.630284585258299,1.9317222765397533
cookieTheft,acoustic,3,0.08834332006145262,2.4217918280893014,1.7390701255020284
cookieTheft,acoustic,4,-0.01574290824100033,2.9603669380130215,1.995916996747832
cookieTheft,linguistic+acoustic,0,-0.009049621038777156,2.304563681599353,1.7049589853495903
cookieTheft,linguistic+acoustic,1,0.233006765905714,2.2827095123021865,1.7360235382191755
cookieTheft,linguistic+acoustic,2,0.23354071691047396,2.399800476561133,1.7352952588162922
cookieTheft,linguistic+acoustic,3,0.2398556633373029,2.211409557616826,1.6046465318512488
cookieTheft,linguistic+acoustic,4,0.09356050753835299,2.796553005685649,1.8856450264181726
cookieTheft,full,0,-0.004944263589236941,2.2998708001609014,1.6949042426549095
cookieTheft,full,1,0.22535203302047868,2.2940721617638795,1.728186500015925
cookieTheft,full,2,0.22922973724266815,2.4065398982783144,1.7341824485133175
cookieTheft,full,3,0.24505593091649647,2.2038322748351407,1.5887221679032975
cookieTheft,full,4,0.09387908808779488,2.79606151910744,1.8741098468650028
picnicScene,baseline,0,-0.02967468977411536,2.327997289763121,1.733038619758089
picnicScene,baseline,1,-0.0005450799828294883,2.607193186464379,1.9018798716185232
picnicScene,baseline,2,-0.002411727363311744,2.744439493645888,1.9505192609588218
picnicScene,baseline,3,-5.976538571594858e-05,2.536495683904985,1.7214986020503258
picnicScene,baseline,4,-0.02267470747956568,2.970451073450108,2.0024453568409606
picnicScene,demographics,0,-0.07806506297378091,2.3820722926925177,1.7739072174795993
picnicScene,demographics,1,-0.004427368451517921,2.612246470214422,1.8893896790547757
