task,model,fold,r2,rmse,mae
cookieTheft,baseline,0,-0.02967468977411536,2.327997289763121,1.733038619758089
cookieTheft,baseline,1,-0.0005450799828294883,2.607193186464379,1.9018798716185232
cookieTheft,baseline,2,-0.002411727363311744,2.744439493645888,1.9505192609588218
cookieTheft,baseline,3,-5.976538571594858e-05,2.536495683904985,1.7214986020503258
cookieTheft,baseline,4,-0.02267470747956568,2.970451073450108,2.0024453568409606
cookieTheft,demographics,0,-0.057172656903842656,2.358877633634499,1.7559094144290477
cookieTheft,demographics,1,0.01936646282213783,2.58112033900824,1.869918843096773
cookieTheft,demographics,2,-0.01236911700414689,2.7580366632349804,1.9609034596744874
cookieTheft,demographics,3,-0.03975981866299838,2.5863522002616364,1.747275209342099
cookieTheft,demographics,4,-0.05287162538300372,3.0139868746986203,2.0048820044234543
cookieTheft,linguistic,0,-0.17086818247579916,2.482483975808446,1.8388939978210659
cookieTheft,linguistic,1,0.09348443617621005,2.48166133624532,1.8325919323087458
cookieTheft,linguistic,2,0.23039897722870317,2.4047138738786966,1.7243929688157653
cookieTheft,linguistic,3,0.27652587372023607,2.157409824723277,1.6173785587697762
cookieTheft,linguistic,4,0.2141886292795091,2.6038310422365405,1.814024699274736
cookieTheft,acoustic,0,-0.04228826894308213,2.3422129426193994,1.7153917760725395
cookieTheft,acoustic,1,0.07729143730451893,2.5037280653606775,1.8862162107584053
cookieTheft,acoustic,2,-0.060198127488386266,2.8224360290531187,1.9636703447182964
cookieTheft,acoustic,3,0.18593723769303783,2.2884956686210236,1.6673000231894297
cookieTheft,acoustic,4,0.052957525300895925,2.858501171887145,1.9546625651325886
cookieTheft,linguistic+acoustic,0,-0.19983095005031082,2.512999960997787,1.865857929954838
cookieTheft,linguistic+acoustic,1,0.09019575443560346,2.4861587800911065,1.8647284384035803
cookieTheft,linguistic+acoustic,2,0.13296654807419916,2.5523987180223724,1.8494139310441164
cookieTheft,linguistic+acoustic,3,0.30199627532603945,2.119093016245558,1.5828286379455894
cookieTheft,linguistic+acoustic,4,0.21229383656713108,2.6069684042874357,1.8411854243042798
cookieTheft,full,0,-0.21027261223613292,2.523911104283724,1.8650165258872684
cookieTheft,full,1,0.09472794101022552,2.4799586534665385,1.84275409774614
cookieTheft,full,2,0.1364266233201371,2.54730069083664,1.8220150815776899
cookieTheft,full,3,0.2777919914505804,2.155521207797892,1.6186129988958322
cookieTheft,full,4,0.1986589664703461,2.629434378259806,1.865784229437959
picnicScene,baseline,0,-0.02967468977411536,2.327997289763121,1.733038619758089
picnicScene,baseline,1,-0.0005450799828294883,2.607193186464379,1.9018798716185232
picnicScene,baseline,2,-0.002411727363311744,2.744439493645888,1.9505192609588218
picnicScene,baseline,3,-5.976538571594858e-05,2.536495683904985,1.7214986020503258
picnicScene,baseline,4,-0.02267470747956568,2.970451073450108,2.0024453568409606
picnicScene,demographics,0,-0.057172656903842656,2.358877633634499,1.7559094144290477
picnicScene,demographics,1,0.01936646282213783,2.58112033900824,1.869918843096773
picnicScene,demographics,2,-0.01236911700414689,2.7580366632349804,1.9609034596744874
