Subject_ID,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,PRON,VERB,aoa_content,aoa_nouns,aoa_verbs,article_pause_contentword,aux_verb_ratio,avg_pause_duration,avg_word_length,brunets_index,concr_content,concr_nouns,concr_verbs,content_density,determiner_noun_ratio,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,eGeMAPS_F3amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_jitterLocal_sma3nz_amean,eGeMAPS_logRelF0-H1-A3_sma3nz_amean,eGeMAPS_loudness_sma3_amean,eGeMAPS_loudness_sma3_percentile20.0,eGeMAPS_mfcc3V_sma3nz_amean,eGeMAPS_shimmerLocaldB_sma3nz_amean,eGeMAPS_slopeUV0-500_sma3nz_amean,eGeMAPS_slopeV0-500_sma3nz_amean,filler_word_ratio,freq_content,freq_nouns,freq_verbs,guirauds_statistic,honores_statistic,information_words_ratio,light_verb_ratio,mattr_10,mattr_30,n_pauses,n_words,nid_ratio,noun_verb_ratio,pause_rate,phonation_rate,pronoun_noun_ratio,speech_rate_phonemes,total_pause_duration
41,0.0336134453781512,0.1176470588235294,0.0168067226890756,0.0840336134453781,0.042016806722689,0.1680672268907563,0.2521008403361344,0.0756302521008403,0.0840336134453781,4.593863279069768,4.528115862068965,4.835,4.0,1.0,0.8800000000000022,3.764705882352941,11.091537863044998,4.165227272727273,4.681000000000001,3.136,0.8307692307692308,0.6666666666666666,28.54848861694336,30.178401947021484,-0.8989291191101074,0.0417705774307251,15.11499309539795,0.8632546663284302,0.1016720011830329,14.20192527770996,1.2434102296829224,-0.0010548377176746,0.0265665017068386,0.0672268907563025,802.9032976827096,219.36339869281056,2402.0333333333338,5.8668703809805525,1609.8100187323048,0.3949579831932773,0.4,0.908181818181818,0.7348148148148147,3,119,0.0672268907563025,3.0,0.05,0.9555000000000252,0.3,6.833333333333333,2.640000000000007
43,0.040650406504065,0.1056910569105691,0.056910569105691,0.065040650406504,0.024390243902439,0.1382113821138211,0.1869918699186991,0.1300813008130081,0.1463414634146341,5.064454391304348,4.976320000000001,5.486111111111111,0.0,0.4444444444444444,0.5775000000000042,4.235772357723577,10.049713377998945,3.765869565217392,4.641739130434784,2.8977777777777782,0.9523809523809524,0.7391304347826086,26.153602600097656,27.432113647460938,-0.8847981095314026,0.034322153776884,26.799192428588867,0.7755725383758545,0.06185083091259,11.144363403320312,1.176371932029724,0.0126445647329092,0.0425513200461864,0.040650406504065,849.5980392156862,153.71781756180735,1584.5108932461876,7.754358858139917,1970.70406934299,0.3821138211382114,0.2777777777777778,0.9631578947368428,0.8709219858156015,12,123,0.032520325203252,1.2777777777777777,0.2,0.8840000000000244,0.6956521739130435,8.033333333333333,6.930000000000051
44,0.0405405405405405,0.0945945945945946,0.027027027027027,0.0675675675675675,0.0405405405405405,0.1756756756756756,0.2567567567567567,0.1148648648648648,0.1283783783783783,5.197696737704921,5.736964444444446,4.403157894736842,5.0,0.5263157894736842,0.6300000000000027,3.682432432432433,11.137846531822891,3.959193548387095,4.474594594594594,3.061052631578948,0.9733333333333334,0.6842105263157895,22.21381568908691,24.916597366333008,-1.2523949146270752,0.0498044826090335,12.40733528137207,0.9526222944259644,0.1126858592033386,17.39571189880371,1.6367714405059814,0.0512704066932201,0.0700067952275276,0.0405405405405405,1001.279178338002,151.42053663570695,2952.932920536636,6.822557973172328,1885.3119032837344,0.4391891891891892,0.4736842105263157,0.9287769784172673,0.7952380952380953,3,148,0.0405405405405405,2.0,0.05,0.9680000000000252,0.4473684210526316,8.55,1.890000000000008
46,0.0471698113207547,0.0943396226415094,0.0188679245283018,0.0943396226415094,0.0283018867924528,0.1981132075471698,0.2547169811320754,0.0943396226415094,0.1226415094339622,4.701933333333333,4.319087407407408,4.9192307692307695,4.0,0.7692307692307693,2.28000000000004,3.858490566037736,10.661200623114476,4.2475555555555555,4.686666666666666,3.563076923076923,0.7966101694915254,0.7777777777777778,19.99406623840332,22.068918228149418,-0.7620159983634949,0.0426386035978794,19.67792320251465,0.5100027918815613,0.1142766028642654,16.16493034362793,1.5245323181152344,0.000756541849114,-0.0184856876730918,0.0,380.0688453159043,188.78431372549025,859.6681749622926,5.924843760379312,1580.387693004645,0.4339622641509434,0.0769230769230769,0.8979381443298974,0.7575757575757575,7,106,0.0094339622641509,2.076923076923077,0.1166666666666666,0.7335000000000206,0.3703703703703703,6.283333333333333,15.960000000000278
49,0.0515463917525773,0.1134020618556701,0.0721649484536082,0.0618556701030927,0.0206185567010309,0.1752577319587628,0.1958762886597938,0.1237113402061855,0.1237113402061855,4.986285714285715,4.9816666666666665,4.628333333333333,2.0,0.5,0.389999999999999,4.288659793814433,9.834745106635577,3.9208333333333334,4.543157894736842,3.1391666666666667,1.0208333333333333,0.8947368421052632,27.079174041748047,28.20928192138672,-0.9055368304252625,0.0280042309314012,23.68557929992676,0.8722923398017883,0.112759456038475,13.478206634521484,1.1478348970413208,0.0698966979980468,0.0493860095739364,0.0721649484536082,502.4183006535948,223.48090815273477,1125.983660130719,6.802819306395248,2357.7356581517433,0.3711340206185567,0.1666666666666666,0.95,0.840196078431372,3,97,0.0515463917525773,1.5833333333333333,0.05,0.9800000000000252,0.631578947368421,6.433333333333334,1.1699999999999973
50,0.037593984962406,0.1203007518796992,0.0601503759398496,0.0451127819548872,0.037593984962406,0.1729323308270676,0.2180451127819548,0.112781954887218,0.1278195488721804,6.049238686274513,6.333488724137933,5.617058823529411,9.0,0.3529411764705882,0.5699999999999994,3.909774436090226,11.314036073271232,3.8375999999999992,4.564285714285714,2.7764705882352945,0.8732394366197183,0.7931034482758621,17.70410919189453,23.81929588317871,-1.282130479812622,0.0772557109594345,12.575479507446287,0.9410018920898438,0.1756383180618286,19.34955787658691,2.144942045211792,0.0270094033330678,0.050449825823307,0.0225563909774436,1298.314109957709,468.841784989858,2992.1730103806226,6.069769786668839,1901.8024387529044,0.3909774436090225,0.5882352941176471,0.9169354838709682,0.7259615384615385,2,133,0.0225563909774436,1.7058823529411764,0.0333333333333333,0.9805000000000252,0.5172413793103449,7.9,1.1399999999999988
54,0.0175438596491228,0.1228070175438596,0.0350877192982456,0.0614035087719298,0.043859649122807,0.1140350877192982,0.1842105263157894,0.131578947368421,0.1491228070175438,4.604864230769231,5.06748525,4.082941176470589,5.0,0.4117647058823529,1.500000000000021,3.850877192982456,10.423669203660944,3.7458974358974353,4.390499999999999,3.1347058823529417,0.7538461538461538,0.6190476190476191,31.436580657958984,33.411582946777344,-0.8149036169052124,0.0412471257150173,12.669197082519531,0.940410017967224,0.0386458560824394,6.0484747886657715,1.36603045463562,0.0686256065964698,0.0995661914348602,0.0614035087719298,777.7340372046255,192.28137254901964,1512.9250288350634,6.6497592622300274,1401.125374316705,0.3684210526315789,0.2941176470588235,0.940952380952382,0.8631372549019602,7,114,0.0350877192982456,1.2352941176470589,0.1166666666666666,0.8245000000000228,0.7142857142857143,6.65,10.50000000000015
56,0.075,0.1333333333333333,0.025,0.0166666666666666,0.025,0.225,0.2416666666666666,0.125,0.0833333333333333,4.7189644042553205,4.55304825,3.898,9.0,0.2,0.9149999999999986,3.908333333333333,11.42953507129856,4.2212499999999995,4.626206896551725,3.91,0.875,0.9310344827586208,31.679624557495117,34.65315246582031,-0.9740760922431946,0.0602518878877162,18.334444046020508,1.0207195281982422,0.1648052781820297,10.09019374847412,1.3809328079223633,0.048683013767004,0.0848532915115356,0.0583333333333333,586.811683006536,473.65720081135913,966.027450980392,5.477225575051661,1248.9108894214037,0.4,0.0,0.9108108108108112,0.7421245421245423,4,120,0.0166666666666666,2.9,0.0666666666666666,0.9385000000000252,0.5172413793103449,6.983333333333333,3.6599999999999944
59,0.0393700787401574,0.0944881889763779,0.0944881889763779,0.0472440944881889,0.0472440944881889,0.1811023622047244,0.2204724409448819,0.0787401574803149,0.1181102362204724,4.731733638297872,4.608954285714285,4.6946666666666665,4.0,0.4,0.7237500000000027,3.992125984251969,10.705471263152033,3.953404255319149,4.623928571428571,3.1626666666666665,0.953846153846154,0.8214285714285714,20.23308753967285,23.256786346435547,-0.924820840358734,0.049680333584547,20.34514045715332,0.6881220936775208,0.0389189235866069,37.022926330566406,1.631610870361328,0.104192815721035,0.0643308982253074,0.0078740157480314,529.7700163398694,189.7401960784314,1025.316339869281,6.743909471562465,1753.1343741469188,0.3858267716535433,0.1333333333333333,0.8991525423728822,0.7632653061224487,8,127,0.0551181102362204,1.8666666666666667,0.1333333333333333,0.9030000000000248,0.3571428571428571,8.083333333333334,5.790000000000021
61,0.0176991150442477,0.1327433628318584,0.0,0.0442477876106194,0.0353982300884955,0.247787610619469,0.3008849557522124,0.0973451327433628,0.1238938053097345,4.585673224489796,4.545696606060606,4.521428571428571,4.0,0.3571428571428571,0.8635714285714438,3.707964601769912,11.314237826556688,4.13,4.693333333333334,2.943571428571429,0.7936507936507936,0.8235294117647058,23.842866897583008,26.53081703186035,-0.7496777772903442,0.0512909330427646,21.313804626464844,0.7000806927680969,0.0882800742983818,4.135827541351318,1.5774025917053225,0.0396143682301044,0.0473323240876197,0.0,1068.716862745098,232.67474048442904,3105.7450980392155,5.362108949786505,1585.0653274506085,0.4424778761061947,0.5714285714285714,0.8990384615384616,0.6940476190476192,14,113,0.0088495575221238,2.4285714285714284,0.2333333333333333,0.7980000000000216,0.3235294117647059,6.35,12.090000000000211
