task,model,r2_mean,r2_std,r2_se,r2_ci_low,r2_ci_high
cookieTheft,acoustic,0.05564063394210317,0.029021346441100597,0.012978740688174506,0.030202302193281138,0.0810789656909252
cookieTheft,baseline,-0.0070735415759962,0.00809911446074984,0.003622034098357639,-0.014172728408777173,2.5645256784771753e-05
cookieTheft,demographics,0.05763751402260029,0.03666415717153631,0.01639670955465832,0.025499963295469982,0.0897750647497306
cookieTheft,full,0.14722018486131053,0.026129970357772567,0.011685677994006792,0.1243162559930572,0.17012411372956385
cookieTheft,linguistic,0.11880358071332657,0.024255972075456204,0.010847600484211345,0.09754228376427233,0.1400648776623808
cookieTheft,linguistic+acoustic,0.13811853141144664,0.02799219071009241,0.012518488253380946,0.11358229443481999,0.1626547683880733
journaling,acoustic,0.05753717741678392,0.04078055623994704,0.018237619182554957,0.021791443818976207,0.09328291101459163
journaling,baseline,-0.0070735415759962,0.00809911446074984,0.003622034098357639,-0.014172728408777173,2.5645256784771753e-05
journaling,demographics,0.05763751402260029,0.03666415717153631,0.01639670955465832,0.025499963295469982,0.0897750647497306
journaling,full,0.1475336829999811,0.028551282450786433,0.01276852168095105,0.12250738050531704,0.17255998549464516
journaling,linguistic,0.0729836492332595,0.02567930706606394,0.01148413524296193,0.05047474415705412,0.09549255430946489
journaling,linguistic+acoustic,0.13806858567908248,0.025190876226984196,0.011265702331264017,0.11598780910980501,0.16014936224835996
picnicScene,acoustic,0.07541773424160755,0.0426232745169249,0.01906170784869572,0.038056786858163945,0.11277868162505117
picnicScene,baseline,-0.0070735415759962,0.00809911446074984,0.003622034098357639,-0.014172728408777173,2.5645256784771753e-05
picnicScene,demographics,0.05763751402260029,0.03666415717153631,0.01639670955465832,0.025499963295469982,0.0897750647497306
picnicScene,full,0.17014866710275628,0.03870809889831366,0.017310788083282812,0.13621952245952196,0.2040778117459906
picnicScene,linguistic,0.13973121089839927,0.029535888446070857,0.013208850868253012,0.11384186319662336,0.16562055860017516
picnicScene,linguistic+acoustic,0.1661220114875592,0.03519135509091889,0.015738052440725587,0.13527542870373704,0.19696859427138136
