Subject_ID,ADJ,ADP,ADV,AUX,AUX/VERB,CCONJ,DET,DET/NOUN,NOUN,NOUN/VERB,OPEN/CLOSED,PRON,PRON/NOUN,VERB,aoa_content,aoa_nouns,aoa_verbs,article_pause_contentword,average_word_length,avg_pause_duration,brunets_index,concr_content,concr_nouns,concr_verbs,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,eGeMAPS_F3amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_jitterLocal_sma3nz_amean,eGeMAPS_logRelF0-H1-A3_sma3nz_amean,eGeMAPS_loudness_sma3_amean,eGeMAPS_loudness_sma3_percentile20.0,eGeMAPS_mfcc3V_sma3nz_amean,eGeMAPS_mfcc3_sma3_amean,eGeMAPS_shimmerLocaldB_sma3nz_amean,eGeMAPS_slopeUV0-500_sma3nz_amean,eGeMAPS_slopeV0-500_sma3nz_amean,filler_word_ratio,freq_content,freq_nouns,freq_verbs,guirauds_statistic,honores_statistic,information_words,light_verb_ratio,mattr_10,mattr_30,n_pauses,n_words,nid_ratio,pause_rate,phonation_rate,speech_rate_phonemes,total_pause_duration
41,0.024390243902439,0.1149825783972125,0.0278745644599303,0.0592334494773519,0.6538461538461539,0.0522648083623693,0.1951219512195122,0.7567567567567568,0.2578397212543554,2.8461538461538463,0.8516129032258064,0.0836236933797909,0.3243243243243243,0.0905923344947735,4.71157797115385,4.712582366197185,4.825384615384615,9.0,3.6898954703832754,0.9300000000000176,12.740338487378828,4.200660377358491,4.658767123287673,3.208461538461539,28.009092330932617,29.674867630004883,-0.8860448598861694,0.0422119796276092,13.349478721618652,0.888393223285675,0.0802425369620323,12.098143577575684,11.69244384765625,1.2657743692398071,0.0006945506320334,0.0257868617773056,0.0592334494773519,730.2449130595637,216.29116304055873,2144.969079939668,7.496572968482132,1753.059125369444,0.3832752613240418,0.4230769230769231,0.9035971223021604,0.7492248062015522,10,287,0.0592334494773519,0.0717772035601493,0.9330318690784118,6.8403674992822285,9.300000000000177
43,0.0328947368421052,0.1030701754385964,0.0570175438596491,0.0372807017543859,0.293103448275862,0.0372807017543859,0.1732456140350877,0.7523809523809524,0.2302631578947368,1.8103448275862069,0.982608695652174,0.1184210526315789,0.5142857142857142,0.1271929824561403,4.944509346820808,5.032750735294117,4.712631578947369,6.0,4.151315789473684,1.130000000000034,12.199622654366166,3.9602312138728304,4.530196078431374,3.1945614035087724,26.28341484069824,27.768787384033203,-0.8091291189193726,0.0407884158194065,24.859813690185547,0.6578599810600281,0.0316794104874134,21.86174774169922,18.233734130859375,1.2222554683685305,0.0128527749329805,0.04074502363801,0.0460526315789473,703.6917647058824,196.69674471730443,1648.6546267629865,10.630248961452226,1853.0744903463544,0.3969298245614035,0.3103448275862069,0.9494407158836664,0.849648711943795,45,456,0.0372807017543859,0.1778515532368982,0.7989091771401758,6.987589913840803,50.85000000000153
44,0.0440771349862259,0.1046831955922865,0.0303030303030303,0.0688705234159779,0.5102040816326531,0.024793388429752,0.1542699724517906,0.6588235294117647,0.234159779614325,1.7346938775510203,0.9621621621621622,0.1101928374655647,0.4705882352941176,0.1349862258953168,5.118784420689658,5.424202134146343,4.785624999999999,9.0,3.925619834710744,0.8790000000000198,12.441376222036869,3.838835616438357,4.414939759036144,3.0329787234042556,22.148422241210938,24.48312187194824,-1.156133055686951,0.0506645925343036,12.699406623840332,0.8755269050598145,0.094448335468769,17.082576751708984,12.392284393310549,1.7475886344909668,0.0498126149177551,0.0675960928201675,0.0385674931129476,788.9311751546254,206.75640138408303,1920.352124183006,9.027658754601422,1843.340522715553,0.4269972451790633,0.2653061224489796,0.942090395480226,0.8200598802395239,10,363,0.0495867768595041,0.0667735042735042,0.9411057692308008,8.820779914529915,8.790000000000198
46,0.0377358490566037,0.0943396226415094,0.030188679245283,0.0792452830188679,0.6363636363636364,0.0339622641509433,0.1886792452830188,0.7692307692307693,0.2452830188679245,1.9696969696969695,0.7785234899328859,0.1245283018867924,0.5076923076923077,0.1245283018867924,4.926748485981311,4.337038250000001,6.074545454545456,12.0,3.811320754716981,1.2612500000000253,11.84390824976449,4.103084112149533,4.663906249999999,3.1927272727272733,19.85957717895508,21.939538955688477,-0.751367449760437,0.0474740304052829,21.75344467163086,0.4902149438858032,0.1144595593214035,15.737292289733888,11.435483932495115,1.603901743888855,-0.001622937968932,-0.024563230574131,0.0037735849056603,458.3029136888401,254.25122549019616,908.5721925133691,8.538702123991921,2281.1248406237787,0.4113207547169811,0.1515151515151515,0.926953125000002,0.8135593220339008,24,265,0.0113207547169811,0.1680507513269007,0.787947960284034,6.588989874942233,30.270000000000607
49,0.0359712230215827,0.1258992805755395,0.0575539568345323,0.0647482014388489,0.5625,0.0287769784172661,0.158273381294964,0.7213114754098361,0.2194244604316546,1.90625,0.9305555555555556,0.118705035971223,0.5409836065573771,0.1151079136690647,5.159693178217822,5.175046559322033,4.6468750000000005,7.0,4.201438848920863,0.6766666666666823,11.512558381932712,3.881067961165049,4.421803278688525,3.1828125000000003,26.844493865966797,28.173492431640625,-0.922858715057373,0.0301664378494024,23.64752769470215,0.8581763505935669,0.1222690567374229,14.047237396240234,10.416988372802734,1.2319908142089844,0.0613841153681278,0.0486922152340412,0.0503597122302158,493.9965733866362,179.16650594664094,1196.9013480392157,9.416234259293857,2008.037533748704,0.3741007194244604,0.1875,0.9486988847583662,0.8626506024096414,9,278,0.0431654676258992,0.0595238095238095,0.9595238095238414,7.0701058201058204,6.090000000000141
50,0.0374531835205992,0.1254681647940075,0.0430711610486891,0.0505617977528089,0.421875,0.0355805243445692,0.1647940074906367,0.7787610619469026,0.2116104868913857,1.765625,0.8225255972696246,0.1179775280898876,0.5575221238938053,0.1198501872659176,5.176448137755103,5.420726687500001,4.741718750000001,27.0,3.724719101123595,0.6660000000000151,13.290295008342683,3.889072164948453,4.529090909090909,3.02171875,17.54425811767578,24.25385093688965,-1.2346547842025757,0.0823789834976196,12.819758415222168,0.8664211630821228,0.1219017878174781,20.561594009399418,17.91997718811035,2.180321455001831,0.0259789433330297,0.0483293160796165,0.0393258426966292,992.183006535948,341.9629040805512,2250.612438725491,9.347234164010974,1695.7068765192528,0.3764044943820224,0.40625,0.943619047619046,0.8161056105610559,10,534,0.0243445692883895,0.0421300977418267,0.9718149646107518,7.77721604314122,6.660000000000151
54,0.0522648083623693,0.1045296167247386,0.0418118466898954,0.0627177700348432,0.5454545454545454,0.048780487804878,0.1428571428571428,0.6721311475409836,0.2125435540069686,1.8484848484848484,0.8881578947368421,0.1184668989547038,0.5573770491803278,0.1149825783972125,4.59420164814815,4.958828416666667,4.015757575757576,10.0,3.86411149825784,1.21846153846156,12.536079815984053,3.839907407407407,4.423833333333334,3.2069696969696975,32.14198303222656,33.994789123535156,-0.8738631010055542,0.0370399951934814,13.464251518249512,0.9927592873573304,0.0565293878316879,2.932185649871826,2.130275249481201,1.32035493850708,0.0710997208952903,0.1028735190629959,0.0627177700348432,781.4947349310096,198.64509803921567,1863.1330956625077,7.791713636532609,1383.4289860745744,0.3867595818815331,0.303030303030303,0.9449640287769804,0.8246770025839811,13,287,0.0278745644599303,0.0862692529746302,0.8948775972022527,6.815270984995786,15.84000000000028
56,0.0656370656370656,0.1274131274131274,0.027027027027027,0.0193050193050193,0.2,0.0308880308880308,0.2239382239382239,0.8405797101449275,0.2664092664092664,2.76,0.9185185185185184,0.1081081081081081,0.4057971014492754,0.0965250965250965,4.6072988727272755,4.559946485294118,4.186399999999999,15.0,3.9382239382239383,1.2000000000000248,12.586898919038248,4.233513513513514,4.637826086956523,3.7768,32.30781555175781,34.8668212890625,-0.9132031202316284,0.0501742884516716,20.221227645874023,0.9543359875679016,0.115092821419239,9.039165496826172,8.671070098876953,1.3410117626190186,0.0419743657112121,0.084831029176712,0.0347490347490347,486.52075605016785,274.9170218812164,953.0556862745096,7.27002626221404,1757.1591438347189,0.4324324324324324,0.04,0.906400000000002,0.7488405797101454,9,259,0.0154440154440154,0.0675462691943981,0.9188544152744936,7.099863406433407,10.800000000000225
59,0.053030303030303,0.106060606060606,0.0681818181818181,0.0492424242424242,0.5652173913043478,0.034090909090909,0.1893939393939394,0.746268656716418,0.2537878787878788,2.9130434782608696,0.9849624060150376,0.0757575757575757,0.2985074626865671,0.0871212121212121,4.767098760416668,4.760805079365079,4.637391304347826,9.0,3.897727272727273,0.8718750000000144,12.152959890496332,4.011,4.468030303030302,3.2513043478260863,20.29050064086914,23.195892333984375,-0.926516890525818,0.0423388108611106,21.204246520996097,0.7016568183898926,0.0374823585152626,37.76766586303711,29.572311401367188,1.5404314994812012,0.1034524738788604,0.0610716566443443,0.034090909090909,491.3599847706073,257.691027926322,1049.0051150895142,8.000946913656627,1610.829740908936,0.3977272727272727,0.1304347826086956,0.9117647058823553,0.7636879432624107,16,264,0.0416666666666666,0.1212672426860694,0.8940427467030772,7.548885857207821,13.95000000000023
61,0.0239234449760765,0.1291866028708134,0.0047846889952153,0.0765550239234449,0.6153846153846154,0.0382775119617224,0.215311004784689,0.7758620689655172,0.277511961722488,2.230769230769231,0.7563025210084033,0.0909090909090909,0.3275862068965517,0.124401913875598,4.546475264367818,4.48327407142857,4.639230769230769,6.0,3.8421052631578942,0.977142857142878,12.167852904239384,4.132873563218391,4.710178571428572,3.0242307692307695,23.996517181396484,27.01300621032715,-0.7493789196014404,0.0487046130001544,21.137531280517575,0.7024499177932739,0.085496962070465,5.68729829788208,3.884610414505005,1.5632206201553345,0.0426515601575374,0.0505330860614776,0.0,847.5467914438503,202.468180254558,2319.958521870287,6.917144638660746,1978.6423155425225,0.4354066985645933,0.4230769230769231,0.893500000000002,0.7162962962962967,28,209,0.0239234449760765,0.2498215560314061,0.7556209850107324,6.629193433261956,27.360000000000586
