Subject_ID,n_words,ttr,mattr,filler_word_ratio,concreteness_score,aoa_average,average_word_length,brunets_index,honores_statistic,guirauds_statistic,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,OTHER,NOUN/VERB,PRON/NOUN,DET/NOUN,AUX/VERB,OPEN/CLOSED,POS_ENTROPY,LEXICAL_DENSITY,speech_rate,pause_ratio,n_pauses,avg_pause_duration,articulation_rate,hesitation_ratio,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_amean,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile80.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,eGeMAPS_loudness_sma3_amean,eGeMAPS_loudness_sma3_stddevNorm,eGeMAPS_loudness_sma3_percentile20.0,eGeMAPS_loudness_sma3_percentile50.0,eGeMAPS_loudness_sma3_percentile80.0,eGeMAPS_loudness_sma3_pctlrange0-2,eGeMAPS_loudness_sma3_meanRisingSlope,eGeMAPS_loudness_sma3_stddevRisingSlope,eGeMAPS_loudness_sma3_meanFallingSlope,eGeMAPS_loudness_sma3_stddevFallingSlope,eGeMAPS_spectralFlux_sma3_amean,eGeMAPS_spectralFlux_sma3_stddevNorm,eGeMAPS_mfcc1_sma3_amean,eGeMAPS_mfcc1_sma3_stddevNorm,eGeMAPS_mfcc2_sma3_amean,eGeMAPS_mfcc2_sma3_stddevNorm,eGeMAPS_mfcc3_sma3_amean,eGeMAPS_mfcc3_sma3_stddevNorm,eGeMAPS_mfcc4_sma3_amean,eGeMAPS_mfcc4_sma3_stddevNorm,eGeMAPS_jitterLocal_sma3nz_amean,eGeMAPS_jitterLocal_sma3nz_stddevNorm,eGeMAPS_shimmerLocaldB_sma3nz_amean,eGeMAPS_shimmerLocaldB_sma3nz_stddevNorm,eGeMAPS_HNRdBACF_sma3nz_amean,eGeMAPS_HNRdBACF_sma3nz_stddevNorm,eGeMAPS_logRelF0-H1-H2_sma3nz_amean,eGeMAPS_logRelF0-H1-H2_sma3nz_stddevNorm,eGeMAPS_logRelF0-H1-A3_sma3nz_amean,eGeMAPS_logRelF0-H1-A3_sma3nz_stddevNorm,eGeMAPS_F1frequency_sma3nz_amean,eGeMAPS_F1frequency_sma3nz_stddevNorm,eGeMAPS_F1bandwidth_sma3nz_amean,eGeMAPS_F1bandwidth_sma3nz_stddevNorm,eGeMAPS_F1amplitudeLogRelF0_sma3nz_amean,eGeMAPS_F1amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_F2frequency_sma3nz_amean,eGeMAPS_F2frequency_sma3nz_stddevNorm,eGeMAPS_F2bandwidth_sma3nz_amean,eGeMAPS_F2bandwidth_sma3nz_stddevNorm,eGeMAPS_F2amplitudeLogRelF0_sma3nz_amean,eGeMAPS_F2amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_F3frequency_sma3nz_amean,eGeMAPS_F3frequency_sma3nz_stddevNorm,eGeMAPS_F3bandwidth_sma3nz_amean,eGeMAPS_F3bandwidth_sma3nz_stddevNorm,eGeMAPS_F3amplitudeLogRelF0_sma3nz_amean,eGeMAPS_F3amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_alphaRatioV_sma3nz_amean,eGeMAPS_alphaRatioV_sma3nz_stddevNorm,eGeMAPS_hammarbergIndexV_sma3nz_amean,eGeMAPS_hammarbergIndexV_sma3nz_stddevNorm,eGeMAPS_slopeV0-500_sma3nz_amean,eGeMAPS_slopeV0-500_sma3nz_stddevNorm,eGeMAPS_slopeV500-1500_sma3nz_amean,eGeMAPS_slopeV500-1500_sma3nz_stddevNorm,eGeMAPS_spectralFluxV_sma3nz_amean,eGeMAPS_spectralFluxV_sma3nz_stddevNorm,eGeMAPS_mfcc1V_sma3nz_amean,eGeMAPS_mfcc1V_sma3nz_stddevNorm,eGeMAPS_mfcc2V_sma3nz_amean,eGeMAPS_mfcc2V_sma3nz_stddevNorm,eGeMAPS_mfcc3V_sma3nz_amean,eGeMAPS_mfcc3V_sma3nz_stddevNorm,eGeMAPS_mfcc4V_sma3nz_amean,eGeMAPS_mfcc4V_sma3nz_stddevNorm,eGeMAPS_alphaRatioUV_sma3nz_amean,eGeMAPS_hammarbergIndexUV_sma3nz_amean,eGeMAPS_slopeUV0-500_sma3nz_amean,eGeMAPS_slopeUV500-1500_sma3nz_amean,eGeMAPS_spectralFluxUV_sma3nz_amean,eGeMAPS_loudnessPeaksPerSec,eGeMAPS_VoicedSegmentsPerSec,eGeMAPS_MeanVoicedSegmentLengthSec,eGeMAPS_StddevVoicedSegmentLengthSec,eGeMAPS_MeanUnvoicedSegmentLength,eGeMAPS_StddevUnvoicedSegmentLength,eGeMAPS_equivalentSoundLevel_dBp
196,109,0.6238532110091743,0.7313333333333337,0.027522935779816515,2.8137755102040827,4.505088954022988,4.045871559633028,10.36546953220323,1993.8228499473855,6.513218739503829,0.04672897196261682,0.14953271028037382,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.2336448598130841,0.028037383177570093,0.27102803738317754,0.0,0.0,0.04672897196261682,0.0,0.0,0.009345794392523364,0.0,0.12149532710280374,0.0,2.230769230769231,0.1724137931034483,0.8620689655172413,0.23076923076923078,0.9454545454545454,1.9817188094732212,0.45794392523364486,1.705790297339593,0.24131455399061405,17,0.9070588235294258,2.2497420020639174,0.24272300469483968,26.0703182220459,0.32345739006996155,21.829465866088867,24.70925521850586,28.27265167236328,6.443185806274414,456.7419738769531,742.8899536132812,123.79389953613281,135.38050842285156,0.48058775067329407,0.9035593867301941,0.11255340278148651,0.33093491196632385,0.8411436080932617,0.728590190410614,8.004764556884766,5.217557430267334,5.503813743591309,3.4872355461120605,0.43523839116096497,1.3030579090118408,19.92239761352539,0.9730955958366394,15.658202171325684,0.788569450378418,15.693338394165039,0.9289332628250122,15.173397064208984,0.8412980437278748,0.05525171011686325,1.7034518718719482,1.5114140510559082,0.7937635183334351,3.0485334396362305,1.495457649230957,3.859062671661377,3.7368502616882324,26.10980987548828,0.6883921027183533,542.2203979492188,0.3976425528526306,1163.36767578125,0.24578383564949036,-98.33949279785156,-0.9375799298286438,1613.53125,0.1888837218284607,902.2342529296875,0.41082772612571716,-101.83900451660156,-0.8447536826133728,2645.32763671875,0.1385606974363327,797.1315307617188,0.48688408732414246,-104.8719253540039,-0.793653130531311,-19.25758171081543,-0.6990570425987244,27.95948028564453,0.5016160607337952,0.012239384464919567,3.1999261379241943,-0.019057586789131165,-0.8573796153068542,0.7172333002090454,0.8411657810211182,31.90302848815918,0.5401211977005005,18.9764461517334,0.7513017058372498,18.505855560302734,0.9346670508384705,16.741783142089844,0.9250888228416443,-6.424203395843506,14.36998176574707,-0.008025838062167168,0.0022771963849663734,0.07980532944202423,2.3634371757507324,1.67606520652771,0.3254205584526062,0.2769637703895569,0.2929670214653015,0.45454832911491394,-25.924205780029297
197,141,0.48936170212765956,0.6699999999999995,0.0,2.735735294117647,4.387553705882356,3.7588652482269502,11.714840563338408,1797.181223347861,5.810848255358981,0.028368794326241134,0.14893617021276595,0.02127659574468085,0.0425531914893617,0.03546099290780142,0.2198581560283688,0.0,0.2553191489361702,0.0,0.0,0.09219858156028368,0.0,0.0,0.03546099290780142,0.0,0.12056737588652482,0.0,2.1176470588235294,0.3611111111111111,0.8611111111111112,0.35294117647058826,0.7407407407407407,1.9942196417129183,0.425531914893617,2.0017035775127767,0.33049403747871,23,1.0121739130434926,2.9917250159133317,0.33986371379898356,28.323650360107422,0.10309102386236191,26.867725372314453,28.785438537597656,30.183664321899414,3.315938949584961,227.8542938232422,303.5953063964844,45.15835952758789,42.56369400024414,0.45731860399246216,0.5279576778411865,0.30713507533073425,0.3478807210922241,0.6031712889671326,0.2960362136363983,5.792714595794678,5.436009883880615,3.7606611251831055,2.960012435913086,0.3420962691307068,1.3747789859771729,27.034135818481445,0.36400240659713745,-0.262006014585495,-44.00078201293945,8.05441951751709,1.252264380455017,13.032282829284668,0.6825250387191772,0.03874198719859123,1.2527813911437988,1.4315032958984375,0.6959623694419861,3.44598388671875,1.4484097957611084,-0.07644385099411011,-122.82889556884766,18.389949798583984,0.6256093382835388,657.6154174804688,0.33579114079475403,1333.5980224609375,0.1489126831293106,-90.36063385009766,-0.9103196859359741,1653.2288818359375,0.15677410364151,1123.4354248046875,0.22936341166496277,-93.24237823486328,-0.831891655921936,2688.193115234375,0.1201949492096901,1060.1414794921875,0.26454994082450867,-97.14958190917969,-0.7696493864059448,-16.63351058959961,-0.705994188785553,26.659984588623047,0.4997623860836029,0.014116502366960049,2.7689340114593506,-0.010214061476290226,-1.2545474767684937,0.47846147418022156,1.1407548189163208,31.241191864013672,0.3272680938243866,4.416319847106934,2.7575595378875732,11.280679702758789,0.9735522866249084,13.937045097351074,0.7433842420578003,-4.025025367736816,11.661478996276855,0.03599633276462555,-0.0010934859747067094,0.12247937172651291,1.8883998394012451,4.191531658172607,0.13749152421951294,0.1368253231048584,0.08759258687496185,0.07996141910552979,-26.778696060180664
198,76,0.6710526315789473,0.7303703703703702,0.0,2.7956060606060604,4.115236351851851,3.8289473684210527,9.618286073379654,2208.6740035460293,5.8501012136993245,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.13157894736842105,0.013157894736842105,0.21052631578947367,0.0,0.2631578947368421,0.0,0.02631578947368421,0.06578947368421052,0.013157894736842105,0.0,0.013157894736842105,0.0,0.13157894736842105,0.0,2.0,0.25,0.8,1.0,0.9487179487179487,2.064445181599928,0.47368421052631576,1.5774180157741802,0.12141967621419772,6,0.9750000000000076,1.7966903073285618,0.12141967621419772,37.21576690673828,0.38520577549934387,26.87060546875,29.74905014038086,58.54159927368164,31.67099380493164,359.10614013671875,583.9412841796875,96.04552459716797,130.29637145996094,0.65715092420578,0.9006996750831604,0.10684233903884888,0.4565131962299347,1.184606671333313,1.0777642726898193,11.984814643859863,8.5598783493042,7.123329162597656,6.234163761138916,0.49500054121017456,1.241523027420044,17.482925415039062,1.237241268157959,5.272558212280273,3.0957400798797607,3.6814613342285156,6.762452125549316,-7.961266994476318,-2.2902469635009766,0.039128270000219345,1.911058783531189,1.2466927766799927,0.7819212079048157,6.425328731536865,1.0631523132324219,4.821115970611572,2.4521377086639404,20.490245819091797,0.8625317215919495,684.7307739257812,0.3998579978942871,1118.8890380859375,0.2969436049461365,-91.90465545654297,-1.0216155052185059,1789.6346435546875,0.20086729526519775,829.1414184570312,0.5048921704292297,-88.80097198486328,-0.9164108633995056,2857.141845703125,0.12151294946670532,810.0089721679688,0.4963226318359375,-90.3096694946289,-0.8748769164085388,-18.121288299560547,-0.7446771860122681,27.84593391418457,0.5437943339347839,0.06110677495598793,0.619538426399231,-0.022800156846642494,-0.6936421990394592,0.7113422751426697,0.9102620482444763,26.487592697143555,0.7576503157615662,6.088755130767822,2.830716133117676,5.103194713592529,5.740290641784668,-11.764688491821289,-1.6938843727111816,0.14711421728134155,6.612949371337891,0.04685460031032562,0.0005860962555743754,0.09592969715595245,2.3666183948516846,1.9326683282852173,0.3268817067146301,0.32368502020835876,0.1984810084104538,0.2456667423248291,-24.84755516052246
199,162,0.5987654320987654,0.7283185840707964,0.024691358024691357,3.0809459459459454,4.379436101562501,3.9876543209876543,10.931376737012448,1701.7132569570383,7.621039752788346,0.025,0.14375,0.0125,0.03125,0.05,0.1625,0.01875,0.33125,0.0,0.00625,0.08125,0.00625,0.0,0.0,0.0,0.13125,0.0,2.5238095238095237,0.24528301886792453,0.49056603773584906,0.23809523809523808,1.105263157894737,1.9536632416113502,0.5,1.164797238999137,0.36389128559103523,39,1.2976923076923381,1.8317503392129573,0.374029335634176,26.42611312866211,0.42743104696273804,19.88507843017578,22.818876266479492,28.057064056396484,8.171985626220703,607.1171875,975.3291015625,244.52195739746094,479.5747375488281,0.5670832395553589,1.2660210132598877,0.06629233807325363,0.1403294950723648,1.1248682737350464,1.058575987815857,12.938933372497559,9.003336906433105,9.958401679992676,7.322788715362549,0.35016217827796936,1.4194321632385254,16.76108741760254,0.9369759559631348,9.601468086242676,1.2568819522857666,7.57320499420166,1.810326099395752,9.347837448120117,1.543885350227356,0.05959423631429672,1.664989948272705,1.7618417739868164,0.7445259690284729,0.6633659601211548,6.942581653594971,4.012903213500977,2.883635997772217,19.658763885498047,0.8239645957946777,599.5984497070312,0.5712094902992249,1083.55126953125,0.2816278338432312,-131.31077575683594,-0.6989222168922424,1605.09326171875,0.2533067762851715,786.7276000976562,0.41660401225090027,-129.07177734375,-0.6903241276741028,2655.887939453125,0.15182039141654968,641.9595336914062,0.5232391357421875,-130.45091247558594,-0.6659677028656006,-9.292949676513672,-1.4911431074142456,18.820476531982422,0.7061477899551392,0.02879214473068714,1.2355611324310303,-0.006416576914489269,-3.0254464149475098,0.7509665489196777,0.694617509841919,21.483661651611328,0.9229404330253601,9.682487487792969,1.5387229919433594,7.06709098815918,2.683854579925537,7.941879749298096,2.5349817276000977,-8.128180503845215,16.652965545654297,0.027966618537902832,-0.0014612246304750443,0.10253524035215378,1.5603653192520142,1.9638875722885132,0.1844322383403778,0.17999529838562012,0.33983537554740906,0.6340612769126892,-27.352008819580078
200,176,0.5681818181818182,0.7242519685039372,0.011363636363636364,2.710064935064934,4.463333835820898,3.9204545454545454,11.228071898085178,1988.647690399289,7.53778361444409,0.045714285714285714,0.10285714285714286,0.04,0.02857142857142857,0.06285714285714286,0.19428571428571428,0.017142857142857144,0.2342857142857143,0.0,0.017142857142857144,0.12,0.0,0.0,0.022857142857142857,0.0,0.11428571428571428,0.0,2.05,0.5121951219512195,0.8292682926829268,0.25,0.8229166666666666,2.1656613282463972,0.4342857142857143,2.330060727737276,0.11319329103496545,14,0.6107142857142922,2.628434886499324,0.10922159661268604,31.0894832611084,0.16317817568778992,28.762454986572266,30.25808334350586,32.870819091796875,4.108364105224609,387.550048828125,561.3275756835938,87.60328674316406,86.6941146850586,0.590609610080719,0.7551555633544922,0.13247741758823395,0.5375680923461914,0.8816020488739014,0.7491246461868286,10.475306510925293,6.807640552520752,6.433053016662598,6.131102085113525,0.3808182179927826,1.107637882232666,23.137969970703125,0.8730188012123108,23.37833023071289,0.7128254175186157,9.820966720581055,1.7433717250823975,7.411678791046143,1.994977593421936,0.032202742993831635,2.3394510746002197,1.0506677627563477,0.951644778251648,7.15650749206543,0.6498801112174988,6.448851108551025,1.718458890914917,32.170005798339844,0.4556490182876587,605.5961303710938,0.28785422444343567,1262.5338134765625,0.18021246790885925,-80.36784362792969,-1.0519767999649048,1722.3709716796875,0.16329334676265717,931.514404296875,0.4386909604072571,-88.41839599609375,-0.8605756759643555,2794.925537109375,0.09085575491189957,821.7576904296875,0.4974634051322937,-90.87528991699219,-0.8141235709190369,-23.590675354003906,-0.5144794583320618,33.051631927490234,0.42138397693634033,0.05649507790803909,0.6726205348968506,-0.02920730598270893,-0.559280514717102,0.518438458442688,0.8479187488555908,31.603967666625977,0.5091742277145386,26.492450714111328,0.5896053910255432,12.561236381530762,1.5269505977630615,6.65699577331543,2.517002582550049,-5.639763832092285,13.325501441955566,0.020313354209065437,-0.0025034132413566113,0.09520702064037323,2.476165294647217,1.709288477897644,0.38635656237602234,0.27909302711486816,0.19564101099967957,0.23680345714092255,-25.957826614379883
201,153,0.6535947712418301,0.7971153846153841,0.032679738562091505,2.917313432835821,4.792431617391307,4.026143790849673,10.516154428923418,2187.1469223445374,8.084520834544433,0.09868421052631579,0.1118421052631579,0.046052631578947366,0.046052631578947366,0.03289473684210526,0.13157894736842105,0.03289473684210526,0.24342105263157895,0.0,0.0,0.125,0.0,0.0,0.006578947368421052,0.0,0.125,0.0,1.9473684210526316,0.5135135135135135,0.5405405405405406,0.3684210526315789,1.2028985507246377,2.1453950568736113,0.5131578947368421,1.9482834648532912,0.12682943339829383,10,0.996000000000009,2.2319474835885527,0.12682943339829383,28.58698081970215,0.5283554196357727,17.551084518432617,21.173492431640625,41.38203048706055,23.83094596862793,958.812744140625,1347.3446044921875,229.20370483398438,308.6044616699219,0.7876708507537842,1.0300140380859375,0.05965092405676842,0.5347517728805542,1.418749213218689,1.3590983152389526,16.17236328125,11.671693801879883,13.109611511230469,9.565292358398438,0.6163105368614197,1.276263952255249,15.61983871459961,1.6830188035964966,6.848097324371338,2.2780792713165283,9.974058151245117,2.246206045150757,-0.3132789433002472,-61.27376174926758,0.07461995631456375,1.5326859951019287,1.7482095956802368,0.620754599571228,0.5861526131629944,6.977965831756592,-3.1564033031463623,-5.518101692199707,12.088299751281738,1.7243189811706543,720.4366455078125,0.61250901222229,1037.65234375,0.34416911005973816,-69.8508071899414,-1.4710818529129028,1745.418701171875,0.26622670888900757,822.9112548828125,0.4232347905635834,-69.16885375976562,-1.3939207792282104,2777.7177734375,0.16566075384616852,757.6405639648438,0.49422451853752136,-70.03306579589844,-1.357455849647522,-8.075934410095215,-2.4774043560028076,18.369478225708008,0.9249114990234375,0.0892476812005043,0.4539114236831665,-0.01582721434533596,-1.4002740383148193,0.8770701885223389,0.9304798245429993,17.253517150878906,1.6849392652511597,7.001437664031982,2.4265224933624268,14.912550926208496,1.6137776374816895,-0.3785383403301239,-59.46721649169922,-4.431649208068848,13.749847412109375,0.06885811686515808,-0.0037484385538846254,0.15201729536056519,2.521650552749634,2.1154580116271973,0.2965662479400635,0.2708747684955597,0.19303029775619507,0.34678804874420166,-24.470169067382812
202,146,0.5,0.6362886597938145,0.0,2.8300704225352105,4.275535736842109,3.595890410958904,11.64932988441207,1732.3965875462309,6.041522986797286,0.0136986301369863,0.1095890410958904,0.0,0.1095890410958904,0.0273972602739726,0.2191780821917808,0.0,0.273972602739726,0.0,0.00684931506849315,0.1095890410958904,0.0,0.0,0.0,0.0,0.13013698630136986,0.0,2.1052631578947367,0.4,0.8,0.8421052631578947,0.7176470588235294,1.871149100260254,0.4178082191780822,2.3330137424097157,0.04841802492809233,4,0.7575000000000045,2.4529569892472463,0.04841802492809233,31.093585968017578,0.3361331522464752,24.094985961914062,28.851924896240234,39.30445861816406,15.20947265625,313.1408386230469,472.42138671875,269.3987121582031,551.82470703125,0.5783555507659912,0.8532322645187378,0.11401087045669556,0.48151054978370667,0.955712616443634,0.8417017459869385,14.460562705993652,10.222674369812012,7.336696624755859,5.1456804275512695,0.5136081576347351,1.138805866241455,15.372154235839844,1.3874508142471313,14.02669620513916,1.3104138374328613,14.358344078063965,1.341601014137268,9.437345504760742,1.7072004079818726,0.06903770565986633,1.673515796661377,1.6131666898727417,0.7639573216438293,4.1110920906066895,1.4849051237106323,11.90893268585205,1.368743896484375,24.736408233642578,0.8293720483779907,615.8396606445312,0.514850914478302,1099.7445068359375,0.2820349931716919,-97.03094482421875,-0.8994506001472473,1692.5196533203125,0.19230133295059204,863.4525756835938,0.4685016870498657,-94.49354553222656,-0.8583634495735168,2858.3076171875,0.11176617443561554,747.422607421875,0.60195392370224,-97.890625,-0.7968769073486328,-16.397499084472656,-1.0122597217559814,28.915605545043945,0.5174060463905334,0.024502631276845932,1.8550463914871216,-0.007515442091971636,-2.328364849090576,0.7354055047035217,0.8375245928764343,23.79667091369629,0.7603887915611267,16.496135711669922,1.173499584197998,20.560571670532227,0.9324976205825806,9.05907917022705,2.004796266555786,-0.531581461429596,10.954972267150879,0.028987593948841095,0.002672711154446006,0.1540074348449707,3.116509437561035,2.783109426498413,0.21264368295669556,0.23741886019706726,0.1403896063566208,0.15531238913536072,-24.455432891845703
203,121,0.5867768595041323,0.7433333333333336,0.0743801652892562,2.7762500000000006,4.500986408602152,3.9834710743801653,10.73568164061072,1480.4396901624723,6.454545454545454,0.06611570247933884,0.12396694214876033,0.04132231404958678,0.0743801652892562,0.049586776859504134,0.1487603305785124,0.05785123966942149,0.21487603305785125,0.0,0.0,0.10743801652892562,0.01652892561983471,0.0,0.008264462809917356,0.0,0.08264462809917356,0.008264462809917356,2.6,0.5,0.6923076923076923,0.9,0.9354838709677419,2.283855731252331,0.4049586776859504,1.4839342653912189,0.2991169977924999,20,1.219500000000022,2.1183473389355045,0.2994849153789609,27.428890228271484,0.45478278398513794,20.774436950683594,24.502750396728516,27.543821334838867,6.769384384155273,349.8399353027344,628.0322265625,184.45777893066406,419.2401123046875,0.5858442783355713,1.0824368000030518,0.09926743805408478,0.3039720952510834,1.037902593612671,0.9386351704597473,13.953592300415039,11.371686935424805,8.136748313903809,6.825134754180908,0.386237770318985,1.292304515838623,10.32496452331543,1.4451414346694946,10.742326736450195,1.362852931022644,18.78084373474121,0.9294771552085876,6.474615573883057,2.201122999191284,0.05865190923213959,1.473865032196045,1.4733444452285767,0.6916302442550659,1.592910647392273,2.8017852306365967,8.491809844970703,1.5660585165023804,19.870521545410156,0.7428973317146301,576.4386596679688,0.5482281446456909,1032.300537109375,0.3311472535133362,-121.88504028320312,-0.7366824150085449,1693.1114501953125,0.2055622935295105,716.125244140625,0.5839329361915588,-120.00711059570312,-0.7112076878547668,2752.66162109375,0.11331121623516083,665.9185791015625,0.6138514876365662,-118.91783905029297,-0.7171324491500854,-10.014620780944824,-1.327191710472107,17.092025756835938,0.8036687970161438,0.009042867459356785,4.361950397491455,-0.006080813705921173,-2.151273250579834,0.6993253827095032,0.7444809675216675,16.402725219726562,0.9807910919189453,14.941043853759766,1.0650639533996582,26.592565536499023,0.7504465579986572,4.455983638763428,3.7720143795013428,-1.729404091835022,8.53879451751709,0.03012898564338684,0.0034232581965625286,0.12019374966621399,1.5086472034454346,2.417771339416504,0.18121828138828278,0.18290533125400543,0.24011559784412384,0.44112831354141235,-28.03340721130371
204,128,0.6328125,0.7716455696202533,0.015625,2.8330252100840334,4.537542134615386,4.2734375,10.483051585149672,2311.849713985229,7.159456159513793,0.09375,0.0859375,0.0625,0.0390625,0.015625,0.1796875,0.0,0.28125,0.0,0.0,0.078125,0.0,0.0,0.03125,0.0,0.1328125,0.0,2.1176470588235294,0.2777777777777778,0.6388888888888888,0.29411764705882354,1.3272727272727274,2.0385658261920137,0.5703125,2.10387902695595,0.19674556213018024,15,0.798000000000011,2.620802620802547,0.19181459566075224,24.19923210144043,0.259475976228714,22.615615844726562,23.853097915649414,25.255687713623047,2.6400718688964844,220.0941162109375,280.18707275390625,145.7929229736328,173.2156982421875,0.8544251918792725,0.9821467399597168,0.03939434140920639,0.6773824691772461,1.5215803384780884,1.482185959815979,15.487488746643066,8.489202499389648,11.900025367736816,6.776377201080322,0.5867415070533752,1.1058571338653564,16.247901916503906,1.2645344734191895,9.70516586303711,1.4163752794265747,12.018190383911133,1.4754960536956787,4.5272955894470215,3.084294557571411,0.045797739177942276,1.975313425064087,1.601313829421997,0.6751260161399841,1.6326433420181274,2.567837715148926,2.936218500137329,2.643815279006958,19.62047004699707,0.7058554291725159,496.9371643066406,0.5121267437934875,1112.3935546875,0.23767714202404022,-92.27596282958984,-1.0355912446975708,1523.63671875,0.21103906631469727,759.5950317382812,0.4759920537471771,-98.22149658203125,-0.9023219347000122,2520.92822265625,0.14068280160427094,743.194580078125,0.41839393973350525,-99.37004089355469,-0.8797241449356079,-13.434247970581055,-0.8471258878707886,20.616437911987305,0.5843411684036255,0.043044377118349075,0.6953302025794983,-0.020869111642241478,-0.7722782492637634,0.881940484046936,0.7339127063751221,27.136390686035156,0.6147655844688416,9.849763870239258,1.5753467082977295,13.656991004943848,1.4729169607162476,3.89963960647583,4.216114044189453,-2.215313196182251,9.80749225616455,0.033845722675323486,0.0020545609295368195,0.2105383574962616,2.6467204093933105,1.974658489227295,0.27391666173934937,0.26461073756217957,0.23370370268821716,0.3743700385093689,-25.296743392944336
205,267,0.46441947565543074,0.6744954128440361,0.00749063670411985,2.749437751004016,4.51058356880734,3.8202247191011236,12.456251838206724,1924.496760115642,7.588676760890097,0.04887218045112782,0.16541353383458646,0.03759398496240601,0.041353383458646614,0.022556390977443608,0.18421052631578946,0.007518796992481203,0.23308270676691728,0.0037593984962406013,0.011278195488721804,0.13909774436090225,0.0,0.0,0.0037593984962406013,0.0,0.10150375939849623,0.0,2.2962962962962963,0.5967741935483871,0.7903225806451613,0.4074074074074074,0.75,2.0727551165155784,0.42105263157894735,2.594718573762305,0.10874494696779301,14,0.7992857142857291,2.9113509977100804,0.10874494696779301,29.54583168029785,0.28911033272743225,24.617538452148438,27.535446166992188,31.358482360839844,6.740943908691406,456.8065490722656,995.8619995117188,118.76026916503906,149.7225341796875,0.7426218390464783,1.047336220741272,0.033993132412433624,0.5651310086250305,1.2807520627975464,1.2467589378356934,12.986138343811035,8.603687286376953,9.247413635253906,7.779295921325684,0.5783854126930237,1.4789950847625732,19.09624671936035,1.227684497833252,14.26541805267334,1.4429163932800293,5.002616882324219,4.517793655395508,-5.95620059967041,-2.7915914058685303,0.04260195046663284,1.877867579460144,1.4291900396347046,0.7411391735076904,3.9850149154663086,1.2615807056427002,5.40358304977417,2.2119140625,26.005929946899414,0.7881137728691101,561.5867309570312,0.5089021325111389,1178.12939453125,0.24711087346076965,-74.06292724609375,-1.2189339399337769,1614.360107421875,0.24954716861248016,907.1738891601562,0.4469517469406128,-79.94412994384766,-1.0346115827560425,2699.90283203125,0.1367613822221756,785.822509765625,0.5080647468566895,-82.85941314697266,-0.9695385098457336,-15.789266586303711,-0.9629719257354736,24.598777770996094,0.6492728590965271,0.061436064541339874,0.6005926728248596,-0.030593926087021828,-0.587526798248291,0.8195149898529053,1.144037127494812,25.951353073120117,0.9060659408569336,22.332624435424805,0.7488489747047424,6.037572383880615,4.206239223480225,-6.224635601043701,-2.878997564315796,-1.97809636592865,9.696906089782715,0.04386885091662407,-0.002827549120411277,0.0850411206483841,2.225677967071533,1.6141579151153564,0.4080120325088501,0.3832709789276123,0.21360543370246887,0.33492395281791687,-23.855987548828125
